ChemicalID_30,Chemical,Gene,Source
12,Acrolein,MAPK3,CTD
12,Acrolein,MAPK8,CTD
12,Acrolein,MAPT,CTD
12,Acrolein,MARK3,CTD
12,Acrolein,MAT2B,CTD
12,Acrolein,MATR3,CTD
12,Acrolein,MBD1,CTD
12,Acrolein,MBNL1,CTD
12,Acrolein,MBP,CTD
12,Acrolein,MCFD2,CTD
12,Acrolein,MCM2,CTD
12,Acrolein,MCM5,CTD
12,Acrolein,MCM6,CTD
12,Acrolein,MCU,CTD
12,Acrolein,MDN1,CTD
12,Acrolein,MEA1,CTD
12,Acrolein,MECP2,CTD
12,Acrolein,MED22,CTD
12,Acrolein,MED29,CTD
12,Acrolein,MEGF8,CTD
12,Acrolein,MEST,CTD
12,Acrolein,METTL17,CTD
12,Acrolein,MFN1,CTD
12,Acrolein,MGAT1,CTD
12,Acrolein,MIB2,CTD
12,Acrolein,MICU1,CTD
12,Acrolein,MIEF1,CTD
12,Acrolein,MIIP,CTD
12,Acrolein,MKI67,CTD
12,Acrolein,MKS1,CTD
12,Acrolein,MLH1,CTD
12,Acrolein,MME,CTD
12,Acrolein,MMP14,CTD
12,Acrolein,MMP9,CTD
12,Acrolein,MOB1A,CTD
12,Acrolein,MOB3C,CTD
12,Acrolein,MOGS,CTD
12,Acrolein,MON2,CTD
12,Acrolein,MORC3,CTD
12,Acrolein,MPO,CTD
12,Acrolein,MPP1,CTD
12,Acrolein,MPRIP,CTD
12,Acrolein,MRC2,CTD
12,Acrolein,MRFAP1,CTD
12,Acrolein,MRPL23,CTD
12,Acrolein,MRPL3,CTD
12,Acrolein,MRPL38,CTD
12,Acrolein,MRPL4,CTD
12,Acrolein,MRPL58,CTD
12,Acrolein,MRPS27,CTD
12,Acrolein,MRPS6,CTD
12,Acrolein,MRPS7,CTD
12,Acrolein,MSI2,CTD
12,Acrolein,MTCH2,CTD
12,Acrolein,MTERF4,CTD
12,Acrolein,MTFR1,CTD
12,Acrolein,MTIF2,CTD
12,Acrolein,MTMR14,CTD
12,Acrolein,MTMR4,CTD
12,Acrolein,MTSS1L,CTD
12,Acrolein,MTSS2,CTD
12,Acrolein,MUC5AC,CTD
12,Acrolein,MUS81,CTD
12,Acrolein,MUTYH,CTD
12,Acrolein,MX1,CTD
12,Acrolein,MYBBP1A,CTD
12,Acrolein,MYC,CTD
12,Acrolein,MYD88,CTD
12,Acrolein,MYLK,CTD
12,Acrolein,MYO10,CTD
12,Acrolein,MYO19,CTD
12,Acrolein,NAA10,CTD
12,Acrolein,NASP,CTD
12,Acrolein,NAV2,CTD
12,Acrolein,NBN,CTD
12,Acrolein,NBPF26,CTD
12,Acrolein,NBPF9,CTD
12,Acrolein,NCAPD2,CTD
12,Acrolein,NCF1,CTD
12,Acrolein,NCF2,CTD
12,Acrolein,NCOR2,CTD
12,Acrolein,NDRG1,CTD
12,Acrolein,NDUFS1,CTD
12,Acrolein,NEAT1,CTD
12,Acrolein,NELFA,CTD
12,Acrolein,NELFE,CTD
12,Acrolein,NEURL4,CTD
12,Acrolein,NFE2L1,CTD
12,Acrolein,NFE2L2,CTD
12,Acrolein,NFKB1,CTD
12,Acrolein,NFKBIA,CTD
12,Acrolein,NFKBIB,CTD
12,Acrolein,NFKBIL1,CTD
12,Acrolein,NGFR,CTD
12,Acrolein,NHERF1,CTD
12,Acrolein,NIN,CTD
12,Acrolein,NIPA2,CTD
12,Acrolein,NIPBL-DT,CTD
12,Acrolein,NLN,CTD
12,Acrolein,NLRC5,CTD
12,Acrolein,NLRP2,CTD
12,Acrolein,NLRP3,CTD
12,Acrolein,NOL10,CTD
12,Acrolein,NOL6,CTD
12,Acrolein,NOLC1,CTD
12,Acrolein,NONO,CTD
12,Acrolein,NOP14,CTD
12,Acrolein,NOP2,CTD
12,Acrolein,NOP56,CTD
12,Acrolein,NPAT,CTD
12,Acrolein,NPC2,CTD
12,Acrolein,NPHP3,CTD
12,Acrolein,NPLOC4,CTD
12,Acrolein,NPM3,CTD
12,Acrolein,NQO1,CTD
12,Acrolein,NR3C1,CTD
12,Acrolein,NRDC,CTD
12,Acrolein,NSD2,CTD
12,Acrolein,NTHL1,CTD
12,Acrolein,NUBP2,CTD
12,Acrolein,NUBPL,CTD
12,Acrolein,NUCB1,CTD
12,Acrolein,NUCB2,CTD
12,Acrolein,NUDT16L1,CTD
12,Acrolein,NUMB,CTD
12,Acrolein,NUP160,CTD
12,Acrolein,NUP50,CTD
12,Acrolein,NUP85,CTD
12,Acrolein,NUP93,CTD
12,Acrolein,NUP98,CTD
12,Acrolein,NUSAP1,CTD
12,Acrolein,NXPE3,CTD
12,Acrolein,ODF2,CTD
12,Acrolein,ODR4,CTD
12,Acrolein,OPA1,CTD
12,Acrolein,OS9,CTD
12,Acrolein,OSBPL5,CTD
12,Acrolein,OSBPL8,CTD
12,Acrolein,OXA1L,CTD
12,Acrolein,OXCT1,CTD
12,Acrolein,PABPC1,CTD
12,Acrolein,PACSIN2,CTD
12,Acrolein,PAFAH1B2,CTD
12,Acrolein,PAICS,CTD
12,Acrolein,PAK4,CTD
12,Acrolein,PAM,CTD
12,Acrolein,PAPOLA,CTD
12,Acrolein,PAPSS1,CTD
12,Acrolein,PARP1,CTD
12,Acrolein,PATJ,CTD
12,Acrolein,PAWR,CTD
12,Acrolein,PBXIP1,CTD
12,Acrolein,PCCA,CTD
12,Acrolein,PCCB,CTD
12,Acrolein,PCNT,CTD
12,Acrolein,PCYOX1L,CTD
12,Acrolein,PDE4D,CTD
12,Acrolein,PDK2,CTD
12,Acrolein,PDLIM5,CTD
12,Acrolein,PDPK1,CTD
12,Acrolein,PDXDC1,CTD
12,Acrolein,PEG10,CTD
12,Acrolein,PEPD,CTD
12,Acrolein,PEX1,CTD
12,Acrolein,PFDN1,CTD
12,Acrolein,PFKM,CTD
12,Acrolein,PGAP3,CTD
12,Acrolein,PHB2,CTD
12,Acrolein,PHF11,CTD
12,Acrolein,PHF19,CTD
12,Acrolein,PHGDH,CTD
12,Acrolein,PHRF1,CTD
12,Acrolein,PIAS3,CTD
12,Acrolein,PIGC,CTD
12,Acrolein,PIGN,CTD
12,Acrolein,PIK3R2,CTD
12,Acrolein,PIMREG,CTD
12,Acrolein,PIN1,CTD
12,Acrolein,PIR,CTD
12,Acrolein,PITPNB,CTD
12,Acrolein,PJA2,CTD
12,Acrolein,PKD2,CTD
12,Acrolein,PLCB3,CTD
12,Acrolein,PLEKHG5,CTD
12,Acrolein,PLEKHJ1,CTD
12,Acrolein,PLIN3,CTD
12,Acrolein,PLK1,CTD
12,Acrolein,PLOD1,CTD
12,Acrolein,PLS1,CTD
12,Acrolein,PLXNB2,CTD
12,Acrolein,PML,CTD
12,Acrolein,PMS2,CTD
12,Acrolein,PNO1,CTD
12,Acrolein,POLE,CTD
12,Acrolein,POLG,CTD
12,Acrolein,POLL,CTD
12,Acrolein,POLR1D,CTD
12,Acrolein,POLR3E,CTD
12,Acrolein,POLRMT,CTD
12,Acrolein,POMT1,CTD
12,Acrolein,PON1,CTD
12,Acrolein,PON2,CTD
12,Acrolein,POP1,CTD
12,Acrolein,POR,CTD
12,Acrolein,POU2F1,CTD
12,Acrolein,PPARG,CTD
12,Acrolein,PPFIA1,CTD
12,Acrolein,PPHLN1,CTD
12,Acrolein,PPIL1,CTD
12,Acrolein,PPIP5K1,CTD
12,Acrolein,PPL,CTD
12,Acrolein,PPM1B,CTD
12,Acrolein,PPP1R16A,CTD
12,Acrolein,PPP3CA,CTD
12,Acrolein,PPP4R1,CTD
12,Acrolein,PPP4R3B,CTD
12,Acrolein,PPP6R1,CTD
12,Acrolein,PPP6R3,CTD
12,Acrolein,PPT1,CTD
12,Acrolein,PRDX1,CTD
12,Acrolein,PRDX3,CTD
12,Acrolein,PRKAB1,CTD
12,Acrolein,PRKAR1A,CTD
12,Acrolein,PRKAR2A,CTD
12,Acrolein,PRKCD,CTD
12,Acrolein,PRKDC,CTD
12,Acrolein,PRMT5,CTD
12,Acrolein,PROCR,CTD
12,Acrolein,PRORP,CTD
12,Acrolein,PROS1,CTD
12,Acrolein,PRPF39,CTD
12,Acrolein,PRPS2,CTD
12,Acrolein,PRPSAP1,CTD
12,Acrolein,PRR13,CTD
12,Acrolein,PRR5L,CTD
12,Acrolein,PRRC2C,CTD
12,Acrolein,PRXL2A,CTD
12,Acrolein,PRXL2B,CTD
12,Acrolein,PSMA3,CTD
12,Acrolein,PSMA5,CTD
12,Acrolein,PSMC6,CTD
12,Acrolein,PSMD1,CTD
12,Acrolein,PSME1,CTD
12,Acrolein,PTBP1,CTD
12,Acrolein,PTGS1,CTD
12,Acrolein,PTGS2,CTD
12,Acrolein,PTPA,CTD
12,Acrolein,PTPN1,CTD
12,Acrolein,PTPRF,CTD
12,Acrolein,PTPRK,CTD
12,Acrolein,PUF60,CTD
12,Acrolein,PUS1,CTD
12,Acrolein,PUS3,CTD
12,Acrolein,PWWP3A,CTD
12,Acrolein,PXN,CTD
12,Acrolein,PYCARD,CTD
12,Acrolein,PYCR2,CTD
12,Acrolein,PYGO2,CTD
12,Acrolein,PYROXD1,CTD
12,Acrolein,QARS1,CTD
12,Acrolein,RAB34,CTD
12,Acrolein,RAB5C,CTD
12,Acrolein,RABGGTA,CTD
12,Acrolein,RAC2,CTD
12,Acrolein,RACGAP1,CTD
12,Acrolein,RAD17,CTD
12,Acrolein,RAD23A,CTD
12,Acrolein,RAD50,CTD
12,Acrolein,RAD54B,CTD
12,Acrolein,RANBP3,CTD
12,Acrolein,RAP1B,CTD
12,Acrolein,RAP1GDS1,CTD
12,Acrolein,RAPGEF6,CTD
12,Acrolein,RB1,CTD
12,Acrolein,RBM15,CTD
12,Acrolein,RBM22,CTD
12,Acrolein,RBM39,CTD
12,Acrolein,RBM42,CTD
12,Acrolein,RBM47,CTD
12,Acrolein,RBMX,CTD
12,Acrolein,RCC1,CTD
12,Acrolein,RCOR3,CTD
12,Acrolein,RDX,CTD
12,Acrolein,REEP2,CTD
12,Acrolein,RELA,CTD
12,Acrolein,RETSAT,CTD
12,Acrolein,REXO4,CTD
12,Acrolein,RHBDD2,CTD
12,Acrolein,RHOBTB1,CTD
12,Acrolein,RHOC,CTD
12,Acrolein,RIC8B,CTD
12,Acrolein,RIF1,CTD
12,Acrolein,RIOK1,CTD
12,Acrolein,RNASEL,CTD
12,Acrolein,RNF10,CTD
12,Acrolein,RNF11,CTD
12,Acrolein,RNF123,CTD
12,Acrolein,RNF31,CTD
12,Acrolein,RNPEP,CTD
12,Acrolein,RPL10,CTD
12,Acrolein,RPL13,CTD
12,Acrolein,RPL15,CTD
12,Acrolein,RPL17,CTD
12,Acrolein,RPL18,CTD
12,Acrolein,RPL22,CTD
12,Acrolein,RPL29,CTD
12,Acrolein,RPL35,CTD
12,Acrolein,RPL6,CTD
12,Acrolein,RPS17,CTD
12,Acrolein,RPS3A,CTD
12,Acrolein,RPS6KA1,CTD
12,Acrolein,RPS6KA2,CTD
12,Acrolein,RRBP1,CTD
12,Acrolein,RSL1D1,CTD
12,Acrolein,RTEL1,CTD
12,Acrolein,RUFY1,CTD
12,Acrolein,RUFY2,CTD
12,Acrolein,RUSC1,CTD
12,Acrolein,RUVBL2,CTD
12,Acrolein,SAP30BP,CTD
12,Acrolein,SAR1B,CTD
12,Acrolein,SCAMP2,CTD
12,Acrolein,SCARB2,CTD
12,Acrolein,SCRIB,CTD
12,Acrolein,SCYL1,CTD
12,Acrolein,SDC1,CTD
12,Acrolein,SDCCAG8,CTD
12,Acrolein,SDF4,CTD
12,Acrolein,SEC14L1,CTD
12,Acrolein,SEC16A,CTD
12,Acrolein,SEC24C,CTD
12,Acrolein,SEH1L,CTD
12,Acrolein,SELENBP1,CTD
12,Acrolein,SEPT2,CTD
12,Acrolein,SEPT6,CTD
12,Acrolein,SEPT8,CTD
12,Acrolein,SEPTIN2,CTD
12,Acrolein,SEPTIN4,CTD
12,Acrolein,SEPTIN8,CTD
12,Acrolein,SERINC3,CTD
12,Acrolein,SETD6,CTD
12,Acrolein,SF1,CTD
12,Acrolein,SFXN5,CTD
12,Acrolein,SGSM3,CTD
12,Acrolein,SH2B1,CTD
12,Acrolein,SH3BGRL,CTD
12,Acrolein,SH3GL1,CTD
12,Acrolein,SHMT2,CTD
12,Acrolein,SHQ1,CTD
12,Acrolein,SIPA1,CTD
12,Acrolein,SIVA1,CTD
12,Acrolein,SLC20A1,CTD
12,Acrolein,SLC25A13,CTD
12,Acrolein,SLC25A22,CTD
12,Acrolein,SLC25A36,CTD
12,Acrolein,SLC25A39,CTD
12,Acrolein,SLC25A46,CTD
12,Acrolein,SLC25A5,CTD
12,Acrolein,SLC26A6,CTD
12,Acrolein,SLC30A6,CTD
12,Acrolein,SLC35A1,CTD
12,Acrolein,SLC35B2,CTD
12,Acrolein,SLC35E1,CTD
12,Acrolein,SLC35F5,CTD
12,Acrolein,SLC37A3,CTD
12,Acrolein,SLC38A5,CTD
12,Acrolein,SLC39A10,CTD
12,Acrolein,SLC43A3,CTD
12,Acrolein,SLC44A1,CTD
12,Acrolein,SLC6A6,CTD
12,Acrolein,SLC7A2,CTD
12,Acrolein,SLC9A3R1,CTD
12,Acrolein,SLTM,CTD
12,Acrolein,SMARCA2,CTD
12,Acrolein,SMARCA4,CTD
12,Acrolein,SMARCD3,CTD
12,Acrolein,SMCHD1,CTD
12,Acrolein,SMIM7,CTD
12,Acrolein,SMTN,CTD
12,Acrolein,SMUG1,CTD
12,Acrolein,SNCA,CTD
12,Acrolein,SNHG29,CTD
12,Acrolein,SNRPA,CTD
12,Acrolein,SNRPC,CTD
12,Acrolein,SNX4,CTD
12,Acrolein,SOAT1,CTD
12,Acrolein,SOCS4,CTD
12,Acrolein,SOCS6,CTD
12,Acrolein,SOD2,CTD
12,Acrolein,SPAG9,CTD
12,Acrolein,SPATA20,CTD
12,Acrolein,SPATA5L1,CTD
12,Acrolein,SPG7,CTD
12,Acrolein,SPIDR,CTD
12,Acrolein,SPIN1,CTD
12,Acrolein,SPOP,CTD
12,Acrolein,SPRYD3,CTD
12,Acrolein,SPSB3,CTD
12,Acrolein,SPTAN1,CTD
12,Acrolein,SQSTM1,CTD
12,Acrolein,SRA1,CTD
12,Acrolein,SRC,CTD
12,Acrolein,SREK1,CTD
12,Acrolein,SRP72,CTD
12,Acrolein,SRPK1,CTD
12,Acrolein,SRRM1,CTD
12,Acrolein,SRSF1,CTD
12,Acrolein,SSR2,CTD
12,Acrolein,ST13,CTD
12,Acrolein,STAG2,CTD
12,Acrolein,STAMBP,CTD
12,Acrolein,STAT6,CTD
12,Acrolein,STIM1,CTD
12,Acrolein,STK11IP,CTD
12,Acrolein,STK16,CTD
12,Acrolein,STK4,CTD
12,Acrolein,STON2,CTD
12,Acrolein,STRADA,CTD
12,Acrolein,STXBP2,CTD
12,Acrolein,SUCLA2,CTD
12,Acrolein,SUCLG2,CTD
12,Acrolein,SUMF2,CTD
12,Acrolein,SUMO1,CTD
12,Acrolein,SVIL,CTD
12,Acrolein,SWAP70,CTD
12,Acrolein,SYNE2,CTD
12,Acrolein,SYNM,CTD
12,Acrolein,SYS1,CTD
12,Acrolein,SYT12,CTD
12,Acrolein,TACC3,CTD
12,Acrolein,TADA2A,CTD
12,Acrolein,TADA3,CTD
12,Acrolein,TAGLN,CTD
12,Acrolein,TAP1,CTD
12,Acrolein,TARS,CTD
12,Acrolein,TARS1,CTD
12,Acrolein,TASOR,CTD
12,Acrolein,TATDN1,CTD
12,Acrolein,TATDN3,CTD
12,Acrolein,TBC1D1,CTD
12,Acrolein,TBC1D14,CTD
12,Acrolein,TBC1D15,CTD
12,Acrolein,TBC1D16,CTD
12,Acrolein,TBC1D2,CTD
12,Acrolein,TBC1D23,CTD
12,Acrolein,TBC1D5,CTD
12,Acrolein,TBC1D9B,CTD
12,Acrolein,TBK1,CTD
12,Acrolein,TBL3,CTD
12,Acrolein,TCERG1,CTD
12,Acrolein,TCF12,CTD
12,Acrolein,TCF19,CTD
12,Acrolein,TCF25,CTD
12,Acrolein,TCHP,CTD
12,Acrolein,TCOF1,CTD
12,Acrolein,TCP1,CTD
12,Acrolein,TCTN3,CTD
12,Acrolein,TDG,CTD
12,Acrolein,TDP1,CTD
12,Acrolein,TEAD4,CTD
12,Acrolein,TEDC1,CTD
12,Acrolein,TEDC2,CTD
12,Acrolein,TERT,CTD
12,Acrolein,TES,CTD
12,Acrolein,TEX264,CTD
12,Acrolein,TFAM,CTD
12,Acrolein,TFDP2,CTD
12,Acrolein,TFIP11,CTD
12,Acrolein,TFPI,CTD
12,Acrolein,TFRC,CTD
12,Acrolein,TGFB1I1,CTD
12,Acrolein,TGFBR1,CTD
12,Acrolein,THOC1,CTD
12,Acrolein,THOC2,CTD
12,Acrolein,THRB,CTD
12,Acrolein,TIA1,CTD
12,Acrolein,TIAM1,CTD
12,Acrolein,TICRR,CTD
12,Acrolein,TIMM17A,CTD
12,Acrolein,TIMM44,CTD
12,Acrolein,TIMP3,CTD
12,Acrolein,TJP2,CTD
12,Acrolein,TLN2,CTD
12,Acrolein,TLR4,CTD
12,Acrolein,TM7SF2,CTD
12,Acrolein,TMBIM6,CTD
12,Acrolein,TMED2,CTD
12,Acrolein,TMEM14B,CTD
12,Acrolein,TMEM161A,CTD
12,Acrolein,TMEM167A,CTD
12,Acrolein,TMEM214,CTD
12,Acrolein,TMEM259,CTD
12,Acrolein,TMEM50B,CTD
12,Acrolein,TMEM59,CTD
12,Acrolein,TMEM63B,CTD
12,Acrolein,TMEM87B,CTD
12,Acrolein,TNC,CTD
12,Acrolein,TNF,CTD
12,Acrolein,TNFAIP1,CTD
12,Acrolein,TNFAIP3,CTD
12,Acrolein,TNFAIP8,CTD
12,Acrolein,TNFRSF1A,CTD
12,Acrolein,TNIP1,CTD
12,Acrolein,TNK2,CTD
12,Acrolein,TNPO1,CTD
12,Acrolein,TOR1AIP1,CTD
12,Acrolein,TP53,CTD
12,Acrolein,TPI1,CTD
12,Acrolein,TPM1,CTD
12,Acrolein,TPM3,CTD
12,Acrolein,TPM4,CTD
12,Acrolein,TPRKB,CTD
12,Acrolein,TRAF3,CTD
12,Acrolein,TRAF3IP2,CTD
12,Acrolein,TRAM1,CTD
12,Acrolein,TRANK1,CTD
12,Acrolein,TRAP1,CTD
12,Acrolein,TRAPPC11,CTD
12,Acrolein,TRIM39,CTD
12,Acrolein,TRIM5,CTD
12,Acrolein,TRIO,CTD
12,Acrolein,TRMT6,CTD
12,Acrolein,TRPA1,CTD
12,Acrolein,TRPM7,CTD
12,Acrolein,TRRAP,CTD
12,Acrolein,TSC1,CTD
12,Acrolein,TSC2,CTD
12,Acrolein,TSC22D4,CTD
12,Acrolein,TSEN15,CTD
12,Acrolein,TSPAN4,CTD
12,Acrolein,TSPAN5,CTD
12,Acrolein,TST,CTD
12,Acrolein,TSTD2,CTD
12,Acrolein,TTBK2,CTD
12,Acrolein,TTC31,CTD
12,Acrolein,TUG1,CTD
12,Acrolein,TVP23B,CTD
12,Acrolein,TWNK,CTD
12,Acrolein,TXN,CTD
12,Acrolein,TXN2,CTD
12,Acrolein,TXNL4B,CTD
12,Acrolein,TXNRD1,CTD
12,Acrolein,TXNRD3,CTD
12,Acrolein,UACA,CTD
12,Acrolein,UAP1,CTD
12,Acrolein,UBAC1,CTD
12,Acrolein,UBE2D3,CTD
12,Acrolein,UBFD1,CTD
12,Acrolein,UBP1,CTD
12,Acrolein,UHMK1,CTD
12,Acrolein,UHRF1,CTD
12,Acrolein,UNC13D,CTD
12,Acrolein,UNC5D,CTD
12,Acrolein,UPRT,CTD
12,Acrolein,UQCC1,CTD
12,Acrolein,UQCRC1,CTD
12,Acrolein,UQCRC2,CTD
12,Acrolein,USP11,CTD
12,Acrolein,USP19,CTD
12,Acrolein,USP21,CTD
12,Acrolein,USP22,CTD
12,Acrolein,USP25,CTD
12,Acrolein,USP39,CTD
12,Acrolein,USP40,CTD
12,Acrolein,USP45,CTD
12,Acrolein,UTP14C,CTD
12,Acrolein,VAT1,CTD
12,Acrolein,VEGFA,CTD
12,Acrolein,VIM,CTD
12,Acrolein,VOPP1,CTD
12,Acrolein,VPS28,CTD
12,Acrolein,VPS33A,CTD
12,Acrolein,VPS33B,CTD
12,Acrolein,VPS41,CTD
12,Acrolein,VPS8,CTD
12,Acrolein,WASHC2A,CTD
12,Acrolein,WASHC2C,CTD
12,Acrolein,WASHC3,CTD
12,Acrolein,WDFY1,CTD
12,Acrolein,WDR1,CTD
12,Acrolein,WDR11,CTD
12,Acrolein,WDR13,CTD
12,Acrolein,WDR18,CTD
12,Acrolein,WDR43,CTD
12,Acrolein,WDR45B,CTD
12,Acrolein,WDR47,CTD
12,Acrolein,WDR6,CTD
12,Acrolein,WDR90,CTD
12,Acrolein,WLS,CTD
12,Acrolein,WSB2,CTD
12,Acrolein,WWP2,CTD
12,Acrolein,XBP1,CTD
12,Acrolein,XPC,CTD
12,Acrolein,XPNPEP1,CTD
12,Acrolein,XPO1,CTD
12,Acrolein,XPO4,CTD
12,Acrolein,XPO6,CTD
12,Acrolein,XPO7,CTD
12,Acrolein,XRCC2,CTD
12,Acrolein,XRCC6,CTD
12,Acrolein,YAP1,CTD
12,Acrolein,YES1,CTD
12,Acrolein,YIF1B,CTD
12,Acrolein,YWHAQ,CTD
12,Acrolein,YWHAZ,CTD
12,Acrolein,YY1,CTD
12,Acrolein,ZBED1,CTD
12,Acrolein,ZBTB22,CTD
12,Acrolein,ZBTB43,CTD
12,Acrolein,ZC3H7A,CTD
12,Acrolein,ZDBF2,CTD
12,Acrolein,ZDHHC20,CTD
12,Acrolein,ZDHHC5,CTD
12,Acrolein,ZEB1,CTD
12,Acrolein,ZEB2,CTD
12,Acrolein,ZFAND2B,CTD
12,Acrolein,ZFC3H1,CTD
12,Acrolein,ZFYVE26,CTD
12,Acrolein,ZGPAT,CTD
12,Acrolein,ZMAT2,CTD
12,Acrolein,ZMIZ2,CTD
12,Acrolein,ZMYM3,CTD
12,Acrolein,ZMYND11,CTD
12,Acrolein,ZNF215,CTD
12,Acrolein,ZNF219,CTD
12,Acrolein,ZNF224,CTD
12,Acrolein,ZNF24,CTD
12,Acrolein,ZNF30,CTD
12,Acrolein,ZNF410,CTD
12,Acrolein,ZNF45,CTD
12,Acrolein,ZNF480,CTD
12,Acrolein,ZNF532,CTD
12,Acrolein,ZNF562,CTD
12,Acrolein,ZNF57,CTD
12,Acrolein,ZNF587B,CTD
12,Acrolein,ZNF592,CTD
12,Acrolein,ZNF624,CTD
12,Acrolein,ZNF627,CTD
12,Acrolein,ZNF668,CTD
12,Acrolein,ZNF707,CTD
12,Acrolein,ZNF772,CTD
12,Acrolein,ZNF780A,CTD
12,Acrolein,ZNF790,CTD
12,Acrolein,ZNG1E,CTD
12,Acrolein,ZSCAN18,CTD
12,Acrolein,ZSCAN29,CTD
13,A-alpha-C,CYP1A2,CTD
13,A-alpha-C,HPRT1,CTD
13,A-alpha-C,NAT2,CTD
13,A-alpha-C,SLC22A2,CTD
13,A-alpha-C,SLC22A8,CTD
13,A-alpha-C,SULT1A1,CTD
14,Benzene,ALB,CTD
14,Benzene,APP,CTD
14,Benzene,CASP3,CTD
14,Benzene,CCL2,CTD
14,Benzene,CCL3,CTD
14,Benzene,CDK1,CTD
14,Benzene,CDK2,CTD
14,Benzene,CDKN2A,CTD
14,Benzene,CDKN2B,CTD
14,Benzene,CSF1,CTD
14,Benzene,CSF1R,CTD
14,Benzene,CXCL8,CTD
14,Benzene,CYP1A1,CTD
14,Benzene,CYP2D6,CTD
14,Benzene,CYP2E1,CTD
14,Benzene,CYP2F1,CTD
14,Benzene,DPP4,CTD
14,Benzene,EPHX1,CTD
14,Benzene,GNRHR,CTD
14,Benzene,GSTM1,CTD
14,Benzene,GSTP1,CTD
14,Benzene,GSTT1,CTD
14,Benzene,HMOX1,CTD
14,Benzene,HRH3,CTD
14,Benzene,IFNG,CTD
14,Benzene,IL12B,CTD
14,Benzene,IL6,CTD
14,Benzene,LINC00173,CTD
14,Benzene,MAP1LC3B,CTD
14,Benzene,MDM2,CTD
14,Benzene,MPO,CTD
14,Benzene,NAT2,CTD
14,Benzene,NFKB1,CTD
14,Benzene,NQO1,CTD
14,Benzene,NR3C1,CTD
14,Benzene,PARP1,CTD
14,Benzene,PMAIP1,CTD
14,Benzene,PTGS2,CTD
14,Benzene,RELA,CTD
14,Benzene,SULT1A1,CTD
14,Benzene,TNF,CTD
14,Benzene,TP53,CTD
14,Benzene,TRPA1,CTD
14,Benzene,UCA1,CTD
14,Benzene,UGT1A6,CTD
14,Benzene,UGT1A7,CTD
17,Mono-benzyl phthalate,AR,CTD
17,Mono-benzyl phthalate,BCL2,CTD
17,Mono-benzyl phthalate,C5ORF63,CTD
17,Mono-benzyl phthalate,CCND1,CTD
17,Mono-benzyl phthalate,CDKN2A,CTD
17,Mono-benzyl phthalate,CFAP161,CTD
17,Mono-benzyl phthalate,ESR1,CTD
17,Mono-benzyl phthalate,ESR2,CTD
17,Mono-benzyl phthalate,LASP1,CTD
17,Mono-benzyl phthalate,NAALAD2,CTD
17,Mono-benzyl phthalate,NR1I2,CTD
17,Mono-benzyl phthalate,NR1I3,CTD
17,Mono-benzyl phthalate,PPARA,CTD
17,Mono-benzyl phthalate,PPARB,CTD
17,Mono-benzyl phthalate,PPARD,CTD
17,Mono-benzyl phthalate,PPARG,CTD
17,Mono-benzyl phthalate,RAPGEFL1,CTD
17,Mono-benzyl phthalate,SOX21,CTD
17,Mono-benzyl phthalate,TESC,CTD
17,Mono-benzyl phthalate,TP53,CTD
18,Ethylbenzene,ACE,CTD
18,Ethylbenzene,BMP8B,CTD
18,Ethylbenzene,CACNG8,CTD
18,Ethylbenzene,CARMIL3,CTD
18,Ethylbenzene,CDCP2,CTD
18,Ethylbenzene,CHRNA10,CTD
18,Ethylbenzene,CHRNA9,CTD
18,Ethylbenzene,CLCN4,CTD
18,Ethylbenzene,CLIP2,CTD
18,Ethylbenzene,CNTNAP3,CTD
18,Ethylbenzene,DPT,CTD
18,Ethylbenzene,ENTPD1,CTD
18,Ethylbenzene,FEZ2,CTD
18,Ethylbenzene,FLVCR1,CTD
18,Ethylbenzene,FMR1,CTD
18,Ethylbenzene,GLS2,CTD
18,Ethylbenzene,GSTP1,CTD
18,Ethylbenzene,H3C15,CTD
18,Ethylbenzene,KLF4,CTD
18,Ethylbenzene,NAMPT,CTD
18,Ethylbenzene,OTX1,CTD
18,Ethylbenzene,PAPLN,CTD
18,Ethylbenzene,RAB11FIP1,CTD
18,Ethylbenzene,RP9P,CTD
18,Ethylbenzene,SULT4A1,CTD
18,Ethylbenzene,TOP2A,CTD
18,Ethylbenzene,TP73,CTD
18,Ethylbenzene,WASHC2C,CTD
18,Ethylbenzene,WNT7B,CTD
19,Isoprene,MAPK1,CTD
19,Isoprene,MAPK3,CTD
20,1-Aminonaphthalene,UGT1A9,CTD
21,"N,N-Dimethylformamide",BAX,CTD
21,"N,N-Dimethylformamide",BCL2L1,CTD
21,"N,N-Dimethylformamide",CASP3,CTD
21,"N,N-Dimethylformamide",CASP9,CTD
21,"N,N-Dimethylformamide",CAT,CTD
21,"N,N-Dimethylformamide",CYP2E1,CTD
21,"N,N-Dimethylformamide",HMOX1,CTD
21,"N,N-Dimethylformamide",MAPK1,CTD
21,"N,N-Dimethylformamide",MAPK3,CTD
21,"N,N-Dimethylformamide",NFE2L2,CTD
21,"N,N-Dimethylformamide",NQO1,CTD
21,"N,N-Dimethylformamide",RXRA,CTD
21,"N,N-Dimethylformamide",SULT1A1,CTD
21,"N,N-Dimethylformamide",SULT1A3,CTD
21,"N,N-Dimethylformamide",SULT2A1,CTD
21,"N,N-Dimethylformamide",TP53,CTD
22,Xylene,ACE,CTD
