method,effect_scale,estimate,conf_low,conf_high,std_error_link_scale,reference_df,p_value,covariates_used,covariates_dropped_no_variation,exposure,module_rds,outcome,transform,n,events,non_events,n_strata,n_psu,cycles,weight_variables,status,error,p_fdr_bh,family,matrix,nominal,fdr_significant,display_label,significance_rank,label_point
survey_weighted,beta,-0.4875098038833649,-1.6408735069620175,0.6658538991952881,0.564745266734641,30,0.3948554860489491,age+sex+eth+marital+PIR_level+edu+alcohol.user,,MECPP_ln_U,Phthalates_urine.rds,LE8,natural_log_transformed,2427,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.478320873343849,Phthalates,urine,FALSE,FALSE,MECPP_ln_U,123,FALSE
survey_weighted,beta,1.7827151846040106,-2.5894857356087444,6.154916104816766,2.0512805143902666,15,0.39849944654504466,age+sex+eth+marital+PIR_level+edu+alcohol.user,,DPCP_binary_U,BFR_urine.rds,LE8,binary_above_detection_threshold,1213,,,15,2,2013-2014,WTSSCH2Y,ok,,0.4788420768968682,Brominated Flame Retardants,urine,FALSE,FALSE,DPCP_binary_U,124,FALSE
survey_weighted,beta,1.4116794045915602,-2.0804617426137577,4.903820551796878,1.6383879010789295,15,0.40245715634060664,age+sex+eth+marital+PIR_level+edu+alcohol.user,,TBPPP_binary_U,BFR_urine.rds,LE8,binary_above_detection_threshold,1003,,,15,2,2015-2016,WTSSBI2Y,ok,,0.479728930358003,Brominated Flame Retardants,urine,FALSE,FALSE,TBPPP_binary_U,125,FALSE
survey_weighted,beta,0.3072313302550911,-0.47456829064593253,1.0890309511561147,0.3828086788757568,30,0.42853500677482814,age+sex+eth+marital+PIR_level+edu+alcohol.user,,HIBP_ln_U,Phthalates_urine.rds,LE8,natural_log_transformed,2324,,,30,4,2013-2014|2015-2016,WTSB2YR|WTSSBH2Y,ok,,0.5035761977412251,Phthalates,urine,FALSE,FALSE,HIBP_ln_U,126,FALSE
survey_weighted,beta,-0.28191103249976524,-1.000359893174014,0.4365378281744834,0.351788939060282,30,0.42922266518882946,age+sex+eth+marital+PIR_level+edu+alcohol.user,,W_ln_U,HM_urine.rds,LE8,natural_log_transformed,2501,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.5035761977412251,Heavy Metals,urine,FALSE,FALSE,W_ln_U,127,FALSE
survey_weighted,beta,0.329302216928971,-0.5559642881128192,1.2145687219707613,0.41533542601839807,15,0.4402214007051064,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Harman_ln_U,AA_urine.rds,LE8,natural_log_transformed,1280,,,15,2,2013-2014,WTSA2YR,ok,,0.5124452242582879,Aromatic Amines,urine,FALSE,FALSE,Harman_ln_U,128,FALSE
survey_weighted,beta,-1.1444436592560867,-4.448839195797856,2.159951877285682,1.550304366071188,15,0.4717819613114759,age+sex+eth+marital+PIR_level+edu+alcohol.user,,PFHpA_binary_S,PFC_serum.rds,LE8,binary_above_detection_threshold,1260,,,15,2,2013-2014,WTSB2YR,ok,,0.5449264514372861,Polyfluoroalkyl Substances (PFAS),serum,FALSE,FALSE,PFHpA_binary_S,129,FALSE
survey_weighted,beta,-0.6112312680871084,-2.4373159283730796,1.2148533921988631,0.8567337022309826,15,0.4865240649477631,age+sex+eth+marital+PIR_level+edu+alcohol.user,,PhIP_binary_U,AA_urine.rds,LE8,binary_above_detection_threshold,1280,,,15,2,2013-2014,WTSA2YR,ok,,0.5565304616896084,Aromatic Amines,urine,FALSE,FALSE,PhIP_binary_U,130,FALSE
survey_weighted,beta,0.6220859245642626,-1.1927776859023167,2.4369495350308417,0.8886491147970927,30,0.4892985938344879,age+sex+eth+marital+PIR_level+edu+alcohol.user,,AsC_binary_U,HM_urine.rds,LE8,binary_above_detection_threshold,2508,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.5565304616896084,Heavy Metals,urine,FALSE,FALSE,AsC_binary_U,131,FALSE
survey_weighted,beta,0.4950876833396255,-1.0696048296800922,2.0597801963593434,0.7661526786947587,30,0.5230629825277178,age+sex+eth+marital+PIR_level+edu+alcohol.user,,MINP_binary_U,Phthalates_urine.rds,LE8,binary_above_detection_threshold,2428,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.5864673006748397,Phthalates,urine,FALSE,FALSE,MINP_binary_U,132,FALSE
survey_weighted,beta,0.27139514143308097,-0.5872217725042953,1.1300120553704571,0.4204223149992526,30,0.5234909462399575,age+sex+eth+marital+PIR_level+edu+alcohol.user,,MCNP_ln_U,Phthalates_urine.rds,LE8,natural_log_transformed,2427,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.5864673006748397,Phthalates,urine,FALSE,FALSE,MCNP_ln_U,133,FALSE
survey_weighted,beta,0.184394580291966,-0.4296980445674735,0.7984872051514055,0.3006908421864649,30,0.544341693876411,age+sex+eth+marital+PIR_level+edu+alcohol.user,,MEP_ln_U,Phthalates_urine.rds,LE8,natural_log_transformed,2427,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.6052754655789943,Phthalates,urine,FALSE,FALSE,MEP_ln_U,134,FALSE
survey_weighted,beta,0.16134507090301445,-0.4273871425519127,0.7500772843579415,0.2882731007013534,30,0.5798426658303429,age+sex+eth+marital+PIR_level+edu+alcohol.user,,MCPP_ln_U,Phthalates_urine.rds,LE8,natural_log_transformed,2427,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.6399744978423785,Phthalates,urine,FALSE,FALSE,MCPP_ln_U,135,FALSE
survey_weighted,beta,0.4572012450902101,-1.3046435393490068,2.219046029529427,0.8265946468728209,15,0.5883346597606267,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Sm_PFOS_ln_S,PFC_serum.rds,LE8,natural_log_transformed,1106,,,15,2,2015-2016,WTSB2YR,ok,,0.6445725316495102,Polyfluoroalkyl Substances (PFAS),serum,FALSE,FALSE,Sm_PFOS_ln_S,136,FALSE
survey_weighted,beta,0.4263074238909606,-1.4882988195163989,2.34091366729832,0.8982648673978033,15,0.6419148214150573,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X4_MDA_binary_U,AA_urine.rds,LE8,binary_above_detection_threshold,1133,,,15,2,2015-2016,WTSA2YR,ok,,0.6981409371594418,Aromatic Amines,urine,FALSE,FALSE,4_MDA_binary_U,137,FALSE
survey_weighted,beta,-0.6877062049556321,-4.101158904795103,2.725746494883839,1.6014700920086793,15,0.6737205767969305,age+sex+eth+marital+PIR_level+edu+alcohol.user,,MDA_binary_U,pesticides_urine.rds,LE8,binary_above_detection_threshold,1138,,,15,2,2015-2016,WTSB2YR,ok,,0.7214078357396363,Pesticides,urine,FALSE,FALSE,MDA_binary_U,138,FALSE
survey_weighted,beta,0.1659680132614243,-0.6403293439999284,0.972265370522777,0.39480401097982726,30,0.6772032775899005,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X2_HPMA_ln_U,VOC_urine.rds,LE8,natural_log_transformed,2462,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.7214078357396363,Volatile Organic Compounds (VOC),urine,FALSE,FALSE,2_HPMA_ln_U,139,FALSE
survey_weighted,beta,-0.22430673805050724,-1.352827341101731,0.9042138650007164,0.5294615607496561,15,0.6778328657956314,age+sex+eth+marital+PIR_level+edu+alcohol.user,,o_TLD_ln_U,AA_urine.rds,LE8,natural_log_transformed,1196,,,15,2,2013-2014,WTSA2YR,ok,,0.7214078357396363,Aromatic Amines,urine,FALSE,FALSE,o_TLD_ln_U,140,FALSE
survey_weighted,beta,-0.07248662254520984,-0.5167103445186496,0.37173709942823,0.217514426443362,30,0.7412637212933635,age+sex+eth+marital+PIR_level+edu+alcohol.user,,DEA_ln_U,pesticides_urine.rds,LE8,natural_log_transformed,2444,,,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,ok,,0.7790712041386124,Pesticides,urine,FALSE,FALSE,DEA_ln_U,141,FALSE
survey_weighted,beta,0.05047106404491358,-0.2603394258854947,0.36128155397532186,0.15218855298735093,30,0.7424705435414964,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X25_DCP_ln_U,PCCP_urine.rds,LE8,natural_log_transformed,2427,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.7790712041386124,Personal Care Products,urine,FALSE,FALSE,25_DCP_ln_U,142,FALSE
survey_weighted,beta,0.14264872433970863,-0.7595630297160838,1.0448604783955011,0.4417685560377136,30,0.7490080320835759,age+sex+eth+marital+PIR_level+edu+alcohol.user,,ATCA_ln_U,VOC_urine.rds,LE8,natural_log_transformed,2426,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.7804349425206489,Volatile Organic Compounds (VOC),urine,FALSE,FALSE,ATCA_ln_U,143,FALSE
survey_weighted,beta,0.0875124866433442,-0.555975615823465,0.7310005891101534,0.3150843563900535,30,0.783114775147784,age+sex+eth+marital+PIR_level+edu+alcohol.user,,MCOP_ln_U,Phthalates_urine.rds,LE8,natural_log_transformed,2427,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.8103062603959711,Phthalates,urine,FALSE,FALSE,MCOP_ln_U,144,FALSE
survey_weighted,beta,0.17397299987021847,-1.4126769973236275,1.7606229970640643,0.7769041747091031,30,0.8243289530686027,age+sex+eth+marital+PIR_level+edu+alcohol.user,,BDCM_binary_S,VOC_serum.rds,LE8,binary_above_detection_threshold,3550,,,30,4,2013-2014|2015-2016,WTSVOC2Y,ok,,0.8470690621187711,Volatile Organic Compounds (VOC),serum,FALSE,FALSE,BDCM_binary_S,145,FALSE
survey_weighted,beta,0.11632313383436713,-1.0885553979503384,1.3212016656190726,0.5899695351945659,30,0.8450258237540609,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X14_DCB_binary_S,VOC_serum.rds,LE8,binary_above_detection_threshold,3551,,,30,4,2013-2014|2015-2016,WTSVOC2Y,ok,,0.8623893680777746,Volatile Organic Compounds (VOC),serum,FALSE,FALSE,14_DCB_binary_S,146,FALSE
survey_weighted,beta,0.11719214129620983,-1.4667746972855082,1.701158979877928,0.7755903643975312,30,0.8809078625790091,age+sex+eth+marital+PIR_level+edu+alcohol.user,,MEHP_binary_U,Phthalates_urine.rds,LE8,binary_above_detection_threshold,2428,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.8928930035664786,Phthalates,urine,FALSE,FALSE,MEHP_binary_U,147,FALSE
survey_weighted,beta,-0.03377658941154186,-0.6624788657509784,0.5949256869278947,0.3078444672744987,30,0.9133623842046116,age+sex+eth+marital+PIR_level+edu+alcohol.user,,BPS_ln_U,PCCP_urine.rds,LE8,natural_log_transformed,2425,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.9195337516654536,Personal Care Products,urine,FALSE,FALSE,BPS_ln_U,148,FALSE
survey_weighted,beta,-0.02459575777636816,-0.6761603648793749,0.6269688493266387,0.3190390219936943,30,0.9390612298455114,age+sex+eth+marital+PIR_level+edu+alcohol.user,,BDCPP_ln_U,BFR_urine.rds,LE8,natural_log_transformed,2202,,,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,ok,,0.9390612298455114,Brominated Flame Retardants,urine,FALSE,FALSE,BDCPP_ln_U,149,FALSE
