exposure,module_rds,outcome,outcome_label,transform,n,events,non_events,n_strata,n_psu,cycles,weight_variables,covariates_used,status,error,method,effect_scale,estimate,conf_low,conf_high,std_error_link_scale,reference_df,p_value,p_fdr_bh,family,matrix,p_plot,minus_log10_p,direction,nominal,fdr_significant,positive_nominal,display_label
X4_ABP_ln_U,AA_urine.rds,DM,Diabetes,natural_log_transformed,1108,222,886,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8969102587545175,0.7699077417344509,1.0448628694742466,0.07163440469440481,15,0.14960280865458453,0.39106699104444026,Aromatic Amines,urine,0.14960280865458453,0.825060252917163,-,FALSE,FALSE,FALSE,4_ABP_ln_U
BPA_ln_U,PCCP_urine.rds,DM,Diabetes,natural_log_transformed,2114,557,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8953837521523147,0.7667825434159042,1.0455533586443524,0.075919916483194,30,0.1559112190847133,0.40053054557969453,Personal Care Products,urine,0.1559112190847133,0.807122632654168,-,FALSE,FALSE,FALSE,BPA_ln_U
X25_DMF_binary_S,VOC_serum.rds,DM,Diabetes,binary_above_detection_threshold,3128,743,2385,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.668949544106288,0.3753314486194754,1.1922621837470797,0.2829686788612043,30,0.16568132768217117,0.4184155563498899,Volatile Organic Compounds (VOC),serum,0.16568132768217117,0.7807264338953236,-,FALSE,FALSE,FALSE,25_DMF_binary_S
X3PBA_ln_U,pesticides_urine.rds,DM,Diabetes,natural_log_transformed,2163,534,1629,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9222519909944129,0.8171802517845671,1.040833687593063,0.05922755213240737,30,0.18192513546875383,0.449199052760357,Pesticides,urine,0.18192513546875383,0.7401072930132973,-,FALSE,FALSE,FALSE,3PBA_ln_U
TCPY_ln_U,pesticides_urine.rds,DM,Diabetes,natural_log_transformed,2160,528,1632,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8901815207196464,0.7471296405273161,1.0606233468015784,0.08578026842102322,30,0.18517535918253025,0.449199052760357,Pesticides,urine,0.18517535918253025,0.7324168042795021,-,FALSE,FALSE,FALSE,TCPY_ln_U
n_PFOA_ln_S,PFC_serum.rds,DM,Diabetes,natural_log_transformed,985,277,708,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7843986126075407,0.538245810019972,1.1431230341352854,0.17668819541603553,15,0.18950892855878193,0.449199052760357,Polyfluoroalkyl Substances (PFAS),serum,0.18950892855878193,0.7223703237831735,-,FALSE,FALSE,FALSE,n_PFOA_ln_S
MHBP_ln_U,Phthalates_urine.rds,DM,Diabetes,natural_log_transformed,2017,538,1479,30,4,2013-2014|2015-2016,WTSB2YR|WTSSBH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8877720146907908,0.740589535003071,1.0642050863774053,0.08875820231887209,30,0.18992980083156033,0.449199052760357,Phthalates,urine,0.18992980083156033,0.7214068871782298,-,FALSE,FALSE,FALSE,MHBP_ln_U
Thiocyanate_ln_U,PERNT_urine.rds,DM,Diabetes,natural_log_transformed,2195,498,1697,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8823246258489548,0.7270541975203824,1.0707547635851087,0.09477629682075067,30,0.19650422926267952,0.4540526445679408,Inorganic Anions,urine,0.19650422926267952,0.7066280980840842,-,FALSE,FALSE,FALSE,Thiocyanate_ln_U
BPF_binary_U,PCCP_urine.rds,DM,Diabetes,binary_above_detection_threshold,2115,558,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8053752276038927,0.5756264519972716,1.1268232288273932,0.16444885184218266,30,0.1980766570262829,0.4540526445679408,Personal Care Products,urine,0.1980766570262829,0.7031667022605912,-,FALSE,FALSE,FALSE,BPF_binary_U
X26_DMA_binary_U,AA_urine.rds,DM,Diabetes,binary_above_detection_threshold,1053,209,844,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.328026188892804,0.8290862350640069,2.1272257140404562,0.2210349659242552,15,0.21879879926384682,0.49395486500474517,Aromatic Amines,urine,0.21879879926384682,0.6599550656773474,+,FALSE,FALSE,FALSE,26_DMA_binary_U
PHE_Cys_binary_U,VOC_urine.rds,DM,Diabetes,binary_above_detection_threshold,2150,487,1663,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7936929518444007,0.5395240697288184,1.16760036697549,0.18900968681038718,30,0.23104782947334745,0.5138227849481906,Volatile Organic Compounds (VOC),urine,0.23104782947334745,0.6362981070075387,-,FALSE,FALSE,FALSE,PHE_Cys_binary_U
DPHP_ln_U,BFR_urine.rds,DM,Diabetes,natural_log_transformed,1927,482,1445,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8994472468427379,0.7511331460599813,1.077046531758803,0.08823380845829804,30,0.2391217081052207,0.5239578604070277,Brominated Flame Retardants,urine,0.2391217081052207,0.6213809956853099,-,FALSE,FALSE,FALSE,DPHP_ln_U
ATCA_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,2144,488,1656,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8958381307411548,0.7394795125708122,1.0852578642778243,0.09392143593517092,30,0.25075922303184994,0.5375791103897951,Volatile Organic Compounds (VOC),urine,0.25075922303184994,0.600743084476335,-,FALSE,FALSE,FALSE,ATCA_ln_U
MEHHP_ln_U,Phthalates_urine.rds,DM,Diabetes,natural_log_transformed,2114,557,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9008567012091121,0.7503718556641301,1.0815208352865167,0.08949702524848081,30,0.2525539444784272,0.5375791103897951,Phthalates,urine,0.2525539444784272,0.5976458441310922,-,FALSE,FALSE,FALSE,MEHHP_ln_U
DBUP_binary_U,BFR_urine.rds,DM,Diabetes,binary_above_detection_threshold,1928,482,1446,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8197427866230974,0.5729281534948761,1.1728839508436035,0.17540769000463016,30,0.26612291418420175,0.5584832987809304,Brominated Flame Retardants,urine,0.26612291418420175,0.5749177294496901,-,FALSE,FALSE,FALSE,DBUP_binary_U
X2_MHA_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,2071,471,1600,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9072977595190896,0.7597339182368846,1.0835230659949155,0.08691417339336807,30,0.27188668496021207,0.5626543897093278,Volatile Organic Compounds (VOC),urine,0.27188668496021207,0.5656120604886309,-,FALSE,FALSE,FALSE,2_MHA_ln_U
AsC_binary_U,HM_urine.rds,DM,Diabetes,binary_above_detection_threshold,2210,500,1710,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.2692882386145852,0.818086694545969,1.9693421778231686,0.21507574291367315,30,0.2763653878371224,0.5640882573661814,Heavy Metals,urine,0.2763653878371224,0.5585163491871495,+,FALSE,FALSE,FALSE,AsC_binary_U
X4_MDA_binary_U,AA_urine.rds,DM,Diabetes,binary_above_detection_threshold,1001,255,746,15,2,2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.2905500042120743,0.7916174913047722,2.103944558661301,0.22930191227745486,15,0.28348963690152795,0.5708102148422658,Aromatic Amines,urine,0.28348963690152795,0.5474628123221937,+,FALSE,FALSE,FALSE,4_MDA_binary_U
Sb_ln_U,HM_urine.rds,DM,Diabetes,natural_log_transformed,2208,499,1709,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9093920933906559,0.7575693858289578,1.0916412344415354,0.08944017965507348,30,0.2967431429981624,0.5862782214250606,Heavy Metals,urine,0.2967431429981624,0.5276193077313049,-,FALSE,FALSE,FALSE,Sb_ln_U
IPM3_Cys_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,1039,261,778,15,2,2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8764210754006102,0.6748471904899012,1.1382041923427948,0.1226209529041648,15,0.2990412404584202,0.5862782214250606,Volatile Organic Compounds (VOC),urine,0.2990412404584202,0.5242689144566505,-,FALSE,FALSE,FALSE,IPM3_Cys_ln_U
OXY_binary_U,pesticides_urine.rds,DM,Diabetes,binary_above_detection_threshold,2173,534,1639,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.844330139240744,0.6046285993057472,1.1790599797112802,0.1635086411900146,30,0.3089958135505693,0.5889575995512831,Pesticides,urine,0.3089958135505693,0.5100474046017127,-,FALSE,FALSE,FALSE,OXY_binary_U
Ethylbenzene_binary_S,VOC_serum.rds,DM,Diabetes,binary_above_detection_threshold,3064,737,2327,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7956548370031239,0.5064529134721854,1.2500009434366417,0.22119189518701335,30,0.3096548981338665,0.5889575995512831,Volatile Organic Compounds (VOC),serum,0.3096548981338665,0.5091220459121674,-,FALSE,FALSE,FALSE,Ethylbenzene_binary_S
X4FPBA_binary_U,pesticides_urine.rds,DM,Diabetes,binary_above_detection_threshold,2183,536,1647,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1781731892385623,0.8505746102175752,1.6319462715745703,0.15953221080528968,30,0.3122661098292038,0.5889575995512831,Pesticides,urine,0.3122661098292038,0.5054751470948937,+,FALSE,FALSE,FALSE,4FPBA_binary_U
DPCP_binary_U,BFR_urine.rds,DM,Diabetes,binary_above_detection_threshold,1039,234,805,15,2,2013-2014,WTSSCH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.6673236055098032,0.2880071760088683,1.546214232026257,0.3942339142721763,15,0.32115813625978235,0.5981570287838446,Brominated Flame Retardants,urine,0.32115813625978235,0.49328107104061075,-,FALSE,FALSE,FALSE,DPCP_binary_U
EO_ln_S,gas_serum.rds,DM,Diabetes,natural_log_transformed,2115,489,1626,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9117949325643654,0.7529046053607791,1.104216912913791,0.09375662678549526,30,0.33255407174269436,0.6117352677735982,Gaseous Pollutants,serum,0.33255407174269436,0.47813773036010204,-,FALSE,FALSE,FALSE,EO_ln_S
X2_HPMA_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,2178,497,1681,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9377022152415478,0.8191885635656555,1.0733614744835656,0.06616068131829221,30,0.3387144603469101,0.6148358656364721,Volatile Organic Compounds (VOC),urine,0.3387144603469101,0.4701662621247405,-,FALSE,FALSE,FALSE,2_HPMA_ln_U
MECPP_ln_U,Phthalates_urine.rds,DM,Diabetes,natural_log_transformed,2114,557,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.082456414780351,0.9150494773890105,1.28049020173475,0.082266231228125,30,0.3431829067375445,0.6148358656364721,Phthalates,urine,0.3431829067375445,0.4644743516346208,+,FALSE,FALSE,FALSE,MECPP_ln_U
GLYP_ln_U,GYLP_urine.rds,DM,Diabetes,natural_log_transformed,1923,480,1443,30,4,2013-2014|2015-2016,WTSSCH2Y|WTSSGL2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9269800503340273,0.7883840842852892,1.0899408433597038,0.07929728300680763,30,0.34661887727156815,0.6148358656364721,Herbicides,urine,0.34661887727156815,0.46014778878994084,-,FALSE,FALSE,FALSE,GLYP_ln_U
Ba_ln_U,HM_urine.rds,DM,Diabetes,natural_log_transformed,2208,499,1709,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8882443098338111,0.6880845999517059,1.1466292865841188,0.12502496061759766,30,0.3507648176098699,0.6148700920455367,Heavy Metals,urine,0.3507648176098699,0.4549839736986729,-,FALSE,FALSE,FALSE,Ba_ln_U
NDMA_binary_U,pesticides_urine.rds,DM,Diabetes,binary_above_detection_threshold,882,245,637,15,2,2015-2016,WTSSBI2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7836375298605981,0.45215758101232256,1.3581277943657526,0.2580008664019605,15,0.35963741140877825,0.6164404326236311,Pesticides,urine,0.35963741140877825,0.44413513695192397,-,FALSE,FALSE,FALSE,NDMA_binary_U
MDA_binary_U,pesticides_urine.rds,DM,Diabetes,binary_above_detection_threshold,1025,285,740,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.6905074397476177,0.2967500864213434,1.606740978905126,0.39622632600906293,15,0.36477765531633743,0.6164404326236311,Pesticides,urine,0.36477765531633743,0.437971772509263,-,FALSE,FALSE,FALSE,MDA_binary_U
HIBP_ln_U,Phthalates_urine.rds,DM,Diabetes,natural_log_transformed,2017,538,1479,30,4,2013-2014|2015-2016,WTSB2YR|WTSSBH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9087062163254769,0.7339906491799242,1.125010228006526,0.10455292481775492,30,0.36715466838405664,0.6164404326236311,Phthalates,urine,0.36715466838405664,0.4351509453519977,-,FALSE,FALSE,FALSE,HIBP_ln_U
MBzP_ln_U,Phthalates_urine.rds,DM,Diabetes,natural_log_transformed,2114,557,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0781158161000037,0.9112658195090719,1.2755155389797936,0.08232767271725425,30,0.36820938592955144,0.6164404326236311,Phthalates,urine,0.36820938592955144,0.43390514520338413,+,FALSE,FALSE,FALSE,MBzP_ln_U
Perchlorate_ln_U,PERNT_urine.rds,DM,Diabetes,natural_log_transformed,2199,499,1700,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9153818063303015,0.7464936762760791,1.122479503832572,0.09986625756515814,30,0.3830231419614263,0.6341160905805835,Inorganic Anions,urine,0.3830231419614263,0.4167749855025985,-,FALSE,FALSE,FALSE,Perchlorate_ln_U
Sm_PFOS_ln_S,PFC_serum.rds,DM,Diabetes,natural_log_transformed,985,277,708,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8631248611138799,0.6049402158704105,1.2315010745333617,0.16675493332139482,15,0.39132121548769516,0.6407347374468855,Polyfluoroalkyl Substances (PFAS),serum,0.39132121548769516,0.4074666061768306,-,FALSE,FALSE,FALSE,Sm_PFOS_ln_S
HEMA_binary_U,VOC_urine.rds,DM,Diabetes,binary_above_detection_threshold,2181,496,1685,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1783279181605444,0.794612570561674,1.7473379281366368,0.1929208953357437,30,0.40173574137744295,0.6493103595749958,Volatile Organic Compounds (VOC),urine,0.40173574137744295,0.39605952850609266,+,FALSE,FALSE,FALSE,HEMA_binary_U
MnBP_ln_U,Phthalates_urine.rds,DM,Diabetes,natural_log_transformed,2114,557,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.926984340781437,0.7706063879642925,1.115095827746775,0.0904673373703972,30,0.40861520557877684,0.6493103595749958,Phthalates,urine,0.40861520557877684,0.3886854762349333,-,FALSE,FALSE,FALSE,MnBP_ln_U
X14_DCB_binary_S,VOC_serum.rds,DM,Diabetes,binary_above_detection_threshold,3101,738,2363,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1192372251315195,0.8500489203250315,1.4736704396273033,0.1347071891801656,30,0.40963203892650746,0.6493103595749958,Volatile Organic Compounds (VOC),serum,0.40963203892650746,0.38760608283098785,+,FALSE,FALSE,FALSE,14_DCB_binary_S
Cs_ln_U,HM_urine.rds,DM,Diabetes,natural_log_transformed,2208,499,1709,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8693805379267376,0.6143458708186637,1.2302882718469181,0.1700178908666241,30,0.41683894160389656,0.6537789715682167,Heavy Metals,urine,0.41683894160389656,0.380031715491429,-,FALSE,FALSE,FALSE,Cs_ln_U
o_Xylene_binary_S,VOC_serum.rds,DM,Diabetes,binary_above_detection_threshold,3122,747,2375,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8661303761349844,0.6012351612028998,1.2477344587812031,0.17874662350298845,30,0.4276982589224778,0.6638233393692624,Volatile Organic Compounds (VOC),serum,0.4276982589224778,0.3688625176690704,-,FALSE,FALSE,FALSE,o_Xylene_binary_S
X34_MHA_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,2195,497,1698,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0887860328979915,0.8741440500971899,1.356132350614231,0.10751427581582866,30,0.43504874013559913,0.6679141593752659,Volatile Organic Compounds (VOC),urine,0.43504874013559913,0.3614620846863913,+,FALSE,FALSE,FALSE,34_MHA_ln_U
FA_ln_S,gas_serum.rds,DM,Diabetes,natural_log_transformed,1949,454,1495,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7337922272576671,0.3275761153486814,1.6437432631821312,0.3949059174613583,30,0.4392992457635977,0.6679141593752659,Gaseous Pollutants,serum,0.4392992457635977,0.35723954237772254,-,FALSE,FALSE,FALSE,FA_ln_S
Co_ln_U,HM_urine.rds,DM,Diabetes,natural_log_transformed,2208,499,1709,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9172821970642191,0.7213839593402434,1.1663783456184509,0.1176354461653477,30,0.4686688990393193,0.7053703632005917,Heavy Metals,urine,0.4686688990393193,0.3291338653911583,-,FALSE,FALSE,FALSE,Co_ln_U
TCC_binary_U,PCCP_urine.rds,DM,Diabetes,binary_above_detection_threshold,2116,558,1558,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8982475305820746,0.6558104652672873,1.2303076405893425,0.15403128685214784,30,0.4913701353754423,0.7247426284194243,Personal Care Products,urine,0.4913701353754423,0.30859124271916516,-,FALSE,FALSE,FALSE,TCC_binary_U
DCVDMPCA_binary_U,pesticides_urine.rds,DM,Diabetes,binary_above_detection_threshold,2154,529,1625,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8986797932339462,0.6550270501982965,1.2329649142314287,0.15485213846017645,30,0.4955757781387359,0.7247426284194243,Pesticides,urine,0.4955757781387359,0.30488992844157325,-,FALSE,FALSE,FALSE,DCVDMPCA_binary_U
X2_NP_ln_U,PAH_urine.rds,DM,Diabetes,natural_log_transformed,2170,489,1681,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9410847755333219,0.7849909419550726,1.1282175467335402,0.08880355168036698,30,0.49936230667812576,0.7247426284194243,Polycyclic Aromatic Hydrocarbons (PAH),urine,0.49936230667812576,0.3015842425603754,-,FALSE,FALSE,FALSE,2_NP_ln_U
PFBA_binary_U,PFC_urine.rds,DM,Diabetes,binary_above_detection_threshold,998,257,741,15,2,2013-2014,WTSSBH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7557670060326422,0.3180421915755873,1.7959370880256116,0.4060847161561882,15,0.5009965820617497,0.7247426284194243,Polyfluoroalkyl Substances (PFAS),urine,0.5009965820617497,0.3001652370005887,-,FALSE,FALSE,FALSE,PFBA_binary_U
BMA_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,2190,497,1693,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.041145464824443,0.9201048704174238,1.1781090544958581,0.060515501251017616,30,0.5103108103510243,0.7311183725221406,Volatile Organic Compounds (VOC),urine,0.5103108103510243,0.2921652315382973,+,FALSE,FALSE,FALSE,BMA_ln_U
