Scenario,Category,CategoryID,GO,Description,LogP,Log(q-value),FDR,Count,HitListN,GeneRatio,Hits,SourceFile
Minus_Swiss,GO Biological Processes,19,GO:0007423,sensory organ development,-5.1,-3.7,0.024723526470339388,9,110,0.08181818181818182,ACVR2B|FBN1|FBN2|EFEMP1|KCNQ1|PTPN11|SMARCA4|VEGFA|CHD7,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0032652,regulation of interleukin-1 production,-5.1,-3.7,0.024723526470339388,6,110,0.05454545454545454,APOA1|APP|CASP8|IL6|IL10|TNFAIP3,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0010810,regulation of cell-substrate adhesion,-5.1,-3.7,0.024723526470339388,7,110,0.06363636363636363,APOA1|KDR|NOTCH1|SERPINE1|PTK2|TSC1|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0032496,response to lipopolysaccharide,-5.1,-3.7,0.024723526470339388,8,110,0.07272727272727272,CASP8|CPS1|EDN1|IL6|IL10|NOTCH1|SERPINE1|TNFAIP3,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0045667,regulation of osteoblast differentiation,-5.1,-3.7,0.024723526470339388,6,110,0.05454545454545454,ACVR2B|FBN2|IL6|NOTCH1|PPARG|PTK2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0034391,regulation of smooth muscle cell apoptotic process,-5.1,-3.7,0.024723526470339388,4,110,0.03636363636363636,EDN1|ESR1|PPARG|MFN2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0009617,response to bacterium,-5.1,-3.7,0.024723526470339388,11,110,0.1,APP|CASP8|CAV1|CPS1|EDN1|IL6|IL10|NOTCH1|SERPINE1|TNFAIP3|DROSHA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0014074,response to purine-containing compound,-5.1,-3.6,0.02732372244729256,6,110,0.05454545454545454,APP|CPS1|FBN1|KCNQ1|PKD2|SLC8A1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0008361,regulation of cell size,-5.1,-3.6,0.02732372244729256,6,110,0.05454545454545454,APOE|EDN1|MTOR|MAPT|VEGFA|ADNP,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0050767,regulation of neurogenesis,-5.1,-3.6,0.02732372244729256,8,110,0.07272727272727272,CTNNB1|DRD3|IDH2|IL6|MAPT|NOTCH1|VEGFA|ADNP,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0032371,regulation of sterol transport,-5,-3.6,0.02732372244729256,5,110,0.045454545454545456,APOA1|APOA2|APOE|CAV1|PPARG,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0032374,regulation of cholesterol transport,-5,-3.6,0.02732372244729256,5,110,0.045454545454545456,APOA1|APOA2|APOE|CAV1|PPARG,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0032373,positive regulation of sterol transport,-5,-3.6,0.02732372244729256,4,110,0.03636363636363636,APOA1|APOE|CAV1|PPARG,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0032376,positive regulation of cholesterol transport,-5,-3.6,0.02732372244729256,4,110,0.03636363636363636,APOA1|APOE|CAV1|PPARG,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,KEGG Pathway,24,hsa05143,African trypanosomiasis,-5,-3.6,0.02732372244729256,4,110,0.03636363636363636,APOA1|GNAQ|IL6|IL10,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0051052,regulation of DNA metabolic process,-5,-3.6,0.02732372244729256,10,110,0.09090909090909091,ACTB|CTNNB1|HNRNPA1|HNRNPA2B1|IL6|IL10|LMNA|MAPK1|SMARCA4|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,KEGG Pathway,24,hsa05415,Diabetic cardiomyopathy,-5,-3.6,0.02732372244729256,7,110,0.06363636363636363,ACE|MTOR|IRS1|PIK3CA|PIK3R2|TGFBR1|NCF1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0060977,coronary vasculature morphogenesis,-5,-3.6,0.02732372244729256,3,110,0.02727272727272727,NOTCH1|TGFBR1|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0062042,regulation of cardiac epithelial to mesenchymal transition,-5,-3.6,0.02732372244729256,3,110,0.02727272727272727,ENG|NOTCH1|TGFBR1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0036302,atrioventricular canal development,-5,-3.6,0.02732372244729256,3,110,0.02727272727272727,ENG|SMAD4|PTPN11,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:2000146,negative regulation of cell motility,-5,-3.6,0.02732372244729256,9,110,0.08181818181818182,APOE|ENG|GJA1|IDH2|NOTCH1|SERPINE1|PPARG|TGFBR1|EMILIN1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0090090,negative regulation of canonical Wnt signaling pathway,-5,-3.6,0.02732372244729256,6,110,0.05454545454545454,APOE|APP|CAV1|CTNNB1|SMAD4|NPHP3,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0030217,T cell differentiation,-5,-3.6,0.02732372244729256,6,110,0.05454545454545454,MTOR|IL6|IL10|PIK3R2|TBK1|CHD7,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0048812,neuron projection morphogenesis,-5,-3.6,0.02732372244729256,9,110,0.08181818181818182,ACTB|APP|CSF1R|CTNNB1|EDN1|NOTCH1|MAP2K1|PTK2|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0071675,regulation of mononuclear cell migration,-5,-3.6,0.02732372244729256,6,110,0.05454545454545454,APP|CSF1R|SERPINE1|MAPK1|PTK2|EMILIN1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0055010,ventricular cardiac muscle tissue morphogenesis,-5,-3.6,0.02732372244729256,4,110,0.03636363636363636,ENG|SMAD4|NOTCH1|TGFBR1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,KEGG Pathway,24,hsa04960,Aldosterone-regulated sodium reabsorption,-5,-3.6,0.02732372244729256,4,110,0.03636363636363636,IRS1|PIK3CA|PIK3R2|MAPK1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0120039,plasma membrane bounded cell projection morphogenesis,-5,-3.6,0.02732372244729256,9,110,0.08181818181818182,ACTB|APP|CSF1R|CTNNB1|EDN1|NOTCH1|MAP2K1|PTK2|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0060390,regulation of SMAD protein signal transduction,-5,-3.6,0.02732372244729256,5,110,0.045454545454545456,ENG|SMAD4|PPARG|TGFBR1|EMILIN1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0034599,cellular response to oxidative stress,-4.9,-3.5,0.0301973834223185,7,110,0.06363636363636363,EDN1|GPX1|IL6|MAPT|PKD2|SLC8A1|TNFAIP3,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0045745,positive regulation of G protein-coupled receptor signaling pathway,-4.9,-3.5,0.0301973834223185,4,110,0.03636363636363636,APP|DRD3|EDN1|PKD2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0032370,positive regulation of lipid transport,-4.9,-3.5,0.0301973834223185,5,110,0.045454545454545456,APOA1|APOE|CAV1|EDN1|PPARG,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0040013,negative regulation of locomotion,-4.9,-3.5,0.0301973834223185,9,110,0.08181818181818182,APOE|ENG|GJA1|IDH2|NOTCH1|SERPINE1|PPARG|TGFBR1|EMILIN1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,-4.9,-3.5,0.0301973834223185,6,110,0.05454545454545454,ACVR2B|ENG|SMAD4|PPARG|PTK2|TGFBR1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0007162,negative regulation of cell adhesion,-4.9,-3.5,0.0301973834223185,8,110,0.07272727272727272,APOA1|IL10|NOTCH1|SERPINE1|MAP2K1|PTK2|PTPN11|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0002052,positive regulation of neuroblast proliferation,-4.9,-3.5,0.0301973834223185,3,110,0.02727272727272727,CTNNB1|NOTCH1|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0033700,phospholipid efflux,-4.9,-3.5,0.0301973834223185,3,110,0.02727272727272727,APOA1|APOA2|APOE,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0002237,response to molecule of bacterial origin,-4.9,-3.5,0.0301973834223185,8,110,0.07272727272727272,CASP8|CPS1|EDN1|IL6|IL10|NOTCH1|SERPINE1|TNFAIP3,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0048858,cell projection morphogenesis,-4.9,-3.5,0.0301973834223185,9,110,0.08181818181818182,ACTB|APP|CSF1R|CTNNB1|EDN1|NOTCH1|MAP2K1|PTK2|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0010614,negative regulation of cardiac muscle hypertrophy,-4.9,-3.5,0.0301973834223185,4,110,0.03636363636363636,LMNA|SMAD4|NOTCH1|PPARG,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0046887,positive regulation of hormone secretion,-4.9,-3.5,0.0301973834223185,6,110,0.05454545454545454,EDN1|GNAQ|PPARG|SLC2A2|NR0B2|CAPN10,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0045732,positive regulation of protein catabolic process,-4.9,-3.5,0.0301973834223185,7,110,0.06363636363636363,APOE|APP|CAV1|MTOR|PTK2|TNFAIP3|VCP,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0006913,nucleocytoplasmic transport,-4.9,-3.5,0.0301973834223185,7,110,0.06363636363636363,ADAR|HNRNPA1|HNRNPA2B1|NOTCH1|TSC2|SQSTM1|IPO8,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0051169,nuclear transport,-4.8,-3.5,0.0301973834223185,7,110,0.06363636363636363,ADAR|HNRNPA1|HNRNPA2B1|NOTCH1|TSC2|SQSTM1|IPO8,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0072132,mesenchyme morphogenesis,-4.8,-3.5,0.0301973834223185,4,110,0.03636363636363636,ACTC1|ENG|SMAD4|NOTCH1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0001947,heart looping,-4.8,-3.5,0.0301973834223185,4,110,0.03636363636363636,ENG|NOTCH1|PKD2|NPHP3,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:1900047,negative regulation of hemostasis,-4.8,-3.5,0.0301973834223185,4,110,0.03636363636363636,APOE|EDN1|F12|SERPINE1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:1903580,positive regulation of ATP metabolic process,-4.8,-3.5,0.0301973834223185,4,110,0.03636363636363636,APP|MTOR|MAP2K1|VCP,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:1905521,regulation of macrophage migration,-4.8,-3.5,0.0301973834223185,4,110,0.03636363636363636,CSF1R|MAPK1|PTK2|EMILIN1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0030195,negative regulation of blood coagulation,-4.8,-3.5,0.0301973834223185,4,110,0.03636363636363636,APOE|EDN1|F12|SERPINE1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0042552,myelination,-4.8,-3.5,0.0301973834223185,5,110,0.045454545454545456,CFH|HRAS|MAPK1|MAP2K1|RAF1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,KEGG Pathway,24,hsa05412,Arrhythmogenic right ventricular cardiomyopathy,-4.8,-3.5,0.0301973834223185,5,110,0.045454545454545456,ACTB|CTNNB1|GJA1|LMNA|SLC8A1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0000902,cell morphogenesis,-4.8,-3.5,0.0301973834223185,10,110,0.09090909090909091,ACTB|APP|CSF1R|CTNNB1|EDN1|MET|NOTCH1|MAP2K1|PTK2|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0045923,positive regulation of fatty acid metabolic process,-4.8,-3.4,0.03337326996032608,4,110,0.03636363636363636,EDN1|IRS1|PPARG|PTGS2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0014741,negative regulation of muscle hypertrophy,-4.8,-3.4,0.03337326996032608,4,110,0.03636363636363636,LMNA|SMAD4|NOTCH1|PPARG,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0150076,neuroinflammatory response,-4.8,-3.4,0.03337326996032608,4,110,0.03636363636363636,APP|GRN|NR3C1|MAPT,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0001667,ameboidal-type cell migration,-4.8,-3.4,0.03337326996032608,5,110,0.045454545454545456,ACVR2B|EDN1|SMAD4|TGFBR1|ZEB2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0034374,low-density lipoprotein particle remodeling,-4.8,-3.4,0.03337326996032608,3,110,0.02727272727272727,APOA2|APOB|APOE,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0045019,negative regulation of nitric oxide biosynthetic process,-4.8,-3.4,0.03337326996032608,3,110,0.02727272727272727,CAV1|IL10|SIGMAR1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0045859,regulation of protein kinase activity,-4.8,-3.4,0.03337326996032608,7,110,0.06363636363636363,ADAR|CSF1R|FGFR1|MTOR|PIK3CA|MAP2K1|MAP2K2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0032368,regulation of lipid transport,-4.8,-3.4,0.03337326996032608,6,110,0.05454545454545454,APOA1|APOA2|APOE|CAV1|EDN1|PPARG,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0071345,cellular response to cytokine stimulus,-4.8,-3.4,0.03337326996032608,11,110,0.1,CSF1R|EDN1|IL6|IL10|IRS1|SMAD4|NOTCH1|MAPK1|PTPN11|RAF1|TBK1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:1904705,regulation of vascular associated smooth muscle cell proliferation,-4.8,-3.4,0.03337326996032608,5,110,0.045454545454545456,EDN1|GJA1|IL10|PPARG|MFN2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0008366,axon ensheathment,-4.8,-3.4,0.03337326996032608,5,110,0.045454545454545456,CFH|HRAS|MAPK1|MAP2K1|RAF1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0007272,ensheathment of neurons,-4.8,-3.4,0.03337326996032608,5,110,0.045454545454545456,CFH|HRAS|MAPK1|MAP2K1|RAF1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0070663,regulation of leukocyte proliferation,-4.8,-3.4,0.03337326996032608,7,110,0.06363636363636363,CSF1R|IL6|IL10|MAPK1|PTK2|PTPN11|TNFAIP3,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0046903,secretion,-4.8,-3.4,0.03337326996032608,9,110,0.08181818181818182,ACE|DRD3|EDN1|GJA1|GNAQ|IL6|KCNQ1|MTTP|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0043502,regulation of muscle adaptation,-4.8,-3.4,0.03337326996032608,5,110,0.045454545454545456,EDN1|LMNA|SMAD4|NOTCH1|PPARG,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0003231,cardiac ventricle development,-4.8,-3.4,0.03337326996032608,5,110,0.045454545454545456,ENG|SMAD4|NOTCH1|TGFBR1|MATR3,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,KEGG Pathway,24,hsa04024,cAMP signaling pathway,-4.7,-3.4,0.03337326996032608,7,110,0.06363636363636363,EDN1|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0007596,blood coagulation,-4.7,-3.4,0.03337326996032608,6,110,0.05454545454545454,ACTB|F5|F12|GNAQ|IL6|PIK3CA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0010721,negative regulation of cell development,-4.7,-3.4,0.03337326996032608,7,110,0.06363636363636363,CTNNB1|DRD3|FBN1|IDH2|IL6|NOTCH1|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0006638,neutral lipid metabolic process,-4.7,-3.4,0.03337326996032608,5,110,0.045454545454545456,APOA2|APOB|APOE|CAV1|CPS1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0006639,acylglycerol metabolic process,-4.7,-3.4,0.03337326996032608,5,110,0.045454545454545456,APOA2|APOB|APOE|CAV1|CPS1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0002683,negative regulation of immune system process,-4.7,-3.4,0.03337326996032608,10,110,0.09090909090909091,APOA1|APOA2|FBN1|GRN|IL10|PPARG|PTPN11|TNFAIP3|SQSTM1|EMILIN1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0045981,positive regulation of nucleotide metabolic process,-4.7,-3.4,0.03337326996032608,4,110,0.03636363636363636,APP|MTOR|MAP2K1|VCP,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:1900544,positive regulation of purine nucleotide metabolic process,-4.7,-3.4,0.03337326996032608,4,110,0.03636363636363636,APP|MTOR|MAP2K1|VCP,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0006873,intracellular monoatomic ion homeostasis,-4.7,-3.4,0.03337326996032608,9,110,0.08181818181818182,ACVR2B|APP|CAV1|DRD3|EDN1|GRN|KCNQ1|SMAD4|SLC8A1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0090596,sensory organ morphogenesis,-4.7,-3.4,0.03337326996032608,6,110,0.05454545454545454,FBN1|FBN2|EFEMP1|KCNQ1|VEGFA|CHD7,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0050817,coagulation,-4.7,-3.4,0.03337326996032608,6,110,0.05454545454545454,ACTB|F5|F12|GNAQ|IL6|PIK3CA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0071677,positive regulation of mononuclear cell migration,-4.7,-3.4,0.03337326996032608,5,110,0.045454545454545456,APP|CSF1R|SERPINE1|MAPK1|PTK2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0050873,brown fat cell differentiation,-4.7,-3.4,0.03337326996032608,3,110,0.02727272727272727,PPARG|PTGS2|EHMT1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0035886,vascular associated smooth muscle cell differentiation,-4.7,-3.4,0.03337326996032608,3,110,0.02727272727272727,ENG|NOTCH1|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:1903377,negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,-4.7,-3.4,0.03337326996032608,3,110,0.02727272727272727,CTNNB1|IL10|NONO,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0033629,negative regulation of cell adhesion mediated by integrin,-4.7,-3.4,0.03337326996032608,3,110,0.02727272727272727,SERPINE1|PTK2|PTPN11,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0033628,regulation of cell adhesion mediated by integrin,-4.7,-3.3,0.036883167401240015,4,110,0.03636363636363636,SERPINE1|PTK2|PTPN11|PIEZO1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0003143,embryonic heart tube morphogenesis,-4.7,-3.3,0.036883167401240015,4,110,0.03636363636363636,ENG|NOTCH1|PKD2|NPHP3,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0150077,regulation of neuroinflammatory response,-4.7,-3.3,0.036883167401240015,4,110,0.03636363636363636,GRN|IL6|MAPK1|PTGS2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0061371,determination of heart left/right asymmetry,-4.7,-3.3,0.036883167401240015,4,110,0.03636363636363636,ENG|NOTCH1|PKD2|NPHP3,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0030307,positive regulation of cell growth,-4.7,-3.3,0.036883167401240015,6,110,0.05454545454545454,EDN1|MTOR|MAPT|TGFBR1|VEGFA|ADNP,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,KEGG Pathway,24,hsa04934,Cushing syndrome,-4.7,-3.3,0.036883167401240015,6,110,0.05454545454545454,CTNNB1|GNA11|GNAQ|MAPK1|MAP2K1|MAP2K2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0007599,hemostasis,-4.7,-3.3,0.036883167401240015,6,110,0.05454545454545454,ACTB|F5|F12|GNAQ|IL6|PIK3CA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0060249,anatomical structure homeostasis,-4.7,-3.3,0.036883167401240015,6,110,0.05454545454545454,ACTB|GJA1|IL6|NOTCH1|VEGFA|NPHP3,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0001894,tissue homeostasis,-4.7,-3.3,0.036883167401240015,6,110,0.05454545454545454,ACTB|GJA1|IL6|NOTCH1|VEGFA|NPHP3,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0008283,cell population proliferation,-4.6,-3.3,0.036883167401240015,8,110,0.07272727272727272,CSF1R|ACE|GJA1|IL6|IL10|NOTCH1|TGFBR1|SQSTM1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0050821,protein stabilization,-4.6,-3.3,0.036883167401240015,7,110,0.06363636363636363,APOA1|APOA2|CTNND1|MTOR|GNAQ|GRN|TSC1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0009743,response to carbohydrate,-4.6,-3.3,0.036883167401240015,6,110,0.05454545454545454,APOA2|GPX1|SMAD4|NR0B2|ADNP|NCF1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0045807,positive regulation of endocytosis,-4.6,-3.3,0.036883167401240015,6,110,0.05454545454545454,APOA1|APOA2|APOE|APP|SERPINE1|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0050819,negative regulation of coagulation,-4.6,-3.3,0.036883167401240015,4,110,0.03636363636363636,APOE|EDN1|F12|SERPINE1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0031016,pancreas development,-4.6,-3.3,0.036883167401240015,4,110,0.03636363636363636,IL6|MET|EIF2AK3|NPHP3,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0031100,animal organ regeneration,-4.6,-3.3,0.036883167401240015,4,110,0.03636363636363636,IL6|IL10|NOTCH1|NR0B2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0006606,protein import into nucleus,-4.6,-3.3,0.036883167401240015,5,110,0.045454545454545456,ADAR|NOTCH1|TSC2|SQSTM1|IPO8,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:1902652,secondary alcohol metabolic process,-4.6,-3.3,0.036883167401240015,5,110,0.045454545454545456,APOA1|APOB|APOE|IDH2|NR0B2,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0051222,positive regulation of protein transport,-4.6,-3.3,0.036883167401240015,7,110,0.06363636363636363,APOE|APP|PIK3R2|PPARG|SLC2A2|NR0B2|CAPN10,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0045165,cell fate commitment,-4.6,-3.3,0.036883167401240015,6,110,0.05454545454545454,EDN1|MTOR|IL6|SMAD4|PPARG|TGFBR1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0007178,cell surface receptor protein serine/threonine kinase signaling pathway,-4.6,-3.3,0.036883167401240015,6,110,0.05454545454545454,ACVR2B|ENG|SMAD4|PPARG|PTK2|TGFBR1,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0048143,astrocyte activation,-4.6,-3.3,0.036883167401240015,3,110,0.02727272727272727,APP|GRN|MAPT,results/metascape/Minus_Swiss_GO_AllLists.csv
Minus_Swiss,GO Biological Processes,19,GO:0001569,branching involved in blood vessel morphogenesis,-4.6,-3.3,0.036883167401240015,3,110,0.02727272727272727,ENG|KDR|VEGFA,results/metascape/Minus_Swiss_GO_AllLists.csv
