Scenario,Category,CategoryID,GO,Description,LogP,Log(q-value),FDR,Count,HitListN,GeneRatio,Hits,SourceFile
Full,KEGG Pathway,24,hsa04510,Focal adhesion,-12,-9.7,6.128349505322213e-5,13,116,0.11206896551724138,ACTB|CAV1|CTNNB1|HRAS|KDR|MET|PIK3CA|PIK3R2|MAPK1|MAP2K1|PTK2|RAF1|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:2000628,regulation of miRNA metabolic process,-12,-9.6,6.77287364908539e-5,10,116,0.08620689655172414,APP|ESR1|NR3C1|HRAS|IL6|IL10|SMAD4|PPARG|SMARCA4|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa05161,Hepatitis B,-12,-9.6,6.77287364908539e-5,12,116,0.10344827586206896,CASP8|HRAS|IL6|SMAD4|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1|TGFBR1|TBK1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0031399,regulation of protein modification process,-12,-9.6,6.77287364908539e-5,19,116,0.16379310344827586,ADAR|CAV1|CSF1R|CTNNB1|FGFR1|MTOR|IL6|IL10|KDR|PIK3CA|MAPK1|MAP2K1|MAP2K2|RAF1|TGFBR1|TNFAIP3|VCP|VEGFA|SQSTM1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa05417,Lipid and atherosclerosis,-12,-9.4,8.272406555663223e-5,13,116,0.11206896551724138,APOA1|APOB|CASP8|HRAS|IL6|PIK3CA|PIK3R2|PPARG|MAPK1|PTK2|EIF2AK3|TBK1|NCF1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0009790,embryo development,-12,-9.4,8.272406555663223e-5,18,116,0.15517241379310345,CASP8|CTNNB1|EDN1|ENG|FBN1|FBN2|EFEMP1|FGFR1|KCNQ1|KDR|SMAD4|NOTCH1|PKD2|TGFBR1|TSC2|VEGFA|NPHP3|CHD7,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0048514,blood vessel morphogenesis,-12,-9.4,8.272406555663223e-5,14,116,0.1206896551724138,CASP8|CAV1|CTNND1|EDN1|ENG|FBN1|KDR|NOTCH1|SERPINE1|PKD2|PTK2|TGFBR1|VEGFA|EIF2AK3,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa04929,GnRH secretion,-12,-9.3,9.142423147817327e-5,9,116,0.07758620689655173,GNA11|GNAQ|HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0061041,regulation of wound healing,-11,-9.2,1.0103940183709342e-4,11,116,0.09482758620689655,ALOX5|APOE|CAV1|EDN1|F12|MTOR|HRAS|SERPINE1|PTK2|TNFAIP3|EMILIN1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa05208,Chemical carcinogenesis - reactive oxygen species,-11,-9.2,1.0103940183709342e-4,13,116,0.11206896551724138,EPHX2|HRAS|MET|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTK2|PTPN11|RAF1|VEGFA|NCF1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0141124,intracellular signaling cassette,-11,-9.2,1.0103940183709342e-4,20,116,0.1724137931034483,APOE|APP|EDN1|FGFR1|MTOR|HRAS|IRS1|LIMK1|SMAD4|PIK3CA|PIK3R2|PKD2|MAPK1|MAP2K1|MAP2K2|RAF1|SLC8A1|TSC2|EIF2AK3|TBK1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0050921,positive regulation of chemotaxis,-11,-9.2,1.0103940183709342e-4,11,116,0.09482758620689655,APP|CSF1R|EDN1|FGFR1|IL6|KDR|MET|SERPINE1|MAPK1|PTK2|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0030097,hemopoiesis,-11,-9.2,1.0103940183709342e-4,17,116,0.14655172413793102,APP|CASP8|CSF1R|ACE|MTOR|NR3C1|IL6|IL10|KCNQ1|KDR|PIK3R2|PPARG|VEGFA|KAT6A|CDK13|TBK1|CHD7,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa05221,Acute myeloid leukemia,-11,-9.1,1.1166580849011478e-4,9,116,0.07758620689655173,CSF1R|MTOR|HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa05231,Choline metabolism in cancer,-11,-9.1,1.1166580849011478e-4,10,116,0.08620689655172414,MTOR|HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1|TSC1|TSC2,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa04210,Apoptosis,-11,-9.1,1.1166580849011478e-4,11,116,0.09482758620689655,ACTB|CASP8|HRAS|LMNA|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1|EIF2AK3,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0003007,heart morphogenesis,-11,-9.1,1.1166580849011478e-4,12,116,0.10344827586206896,ACTC1|CTNNB1|EDN1|ENG|SMAD4|NOTCH1|PKD2|PTK2|TGFBR1|VEGFA|NPHP3|CHD7,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa04910,Insulin signaling pathway,-11,-9.1,1.1166580849011478e-4,11,116,0.09482758620689655,MTOR|HRAS|IRS1|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1|TSC1|TSC2,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa04933,AGE-RAGE signaling pathway in diabetic complications,-11,-9.1,1.1166580849011478e-4,10,116,0.08620689655172414,EDN1|HRAS|IL6|SMAD4|SERPINE1|PIK3CA|PIK3R2|MAPK1|TGFBR1|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa04371,Apelin signaling pathway,-11,-9,1.2340980408667956e-4,11,116,0.09482758620689655,MTOR|GNAQ|HRAS|SMAD4|SERPINE1|MAPK1|MAP2K1|MAP2K2|RAF1|SLC8A1|TGFBR1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa04917,Prolactin signaling pathway,-11,-9,1.2340980408667956e-4,9,116,0.07758620689655173,ESR1|HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1|SLC2A2,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa04625,C-type lectin receptor signaling pathway,-11,-8.9,1.363889264820114e-4,10,116,0.08620689655172414,CASP8|HRAS|IL6|IL10|PIK3CA|PIK3R2|MAPK1|PTGS2|PTPN11|RAF1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,-11,-8.9,1.363889264820114e-4,12,116,0.10344827586206896,APP|CSF1R|ENG|FGFR1|MTOR|IRS1|KDR|PIK3CA|PTK2|PTPN11|TGFBR1|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa05218,Melanoma,-11,-8.9,1.363889264820114e-4,9,116,0.07758620689655173,FGFR1|HRAS|MET|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa05215,Prostate cancer,-11,-8.9,1.363889264820114e-4,10,116,0.08620689655172414,CTNNB1|FGFR1|MTOR|HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:1902893,regulation of miRNA transcription,-11,-8.8,1.507330750954765e-4,9,116,0.07758620689655173,APP|ESR1|NR3C1|IL6|IL10|SMAD4|PPARG|SMARCA4|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0032868,response to insulin,-11,-8.8,1.507330750954765e-4,12,116,0.10344827586206896,MTOR|HRAS|IL10|IRS1|KCNQ1|PIK3CA|PIK3R2|PPARG|MAPK1|RAF1|TSC1|CAPN10,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa04072,Phospholipase D signaling pathway,-11,-8.8,1.507330750954765e-4,11,116,0.09482758620689655,MTOR|HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTPN11|RAF1|TSC1|TSC2,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0050920,regulation of chemotaxis,-11,-8.8,1.507330750954765e-4,12,116,0.10344827586206896,APP|CSF1R|EDN1|FGFR1|IL6|KDR|MET|NOTCH1|SERPINE1|MAPK1|PTK2|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa04066,HIF-1 signaling pathway,-11,-8.7,1.6658581098763354e-4,10,116,0.08620689655172414,EDN1|MTOR|IL6|SERPINE1|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0050678,regulation of epithelial cell proliferation,-11,-8.7,1.6658581098763354e-4,14,116,0.1206896551724138,ALOX5|APOE|CAV1|ENG|FGFR1|GPX1|GRN|HRAS|IL10|KDR|PPARG|TGFBR1|TNFAIP3|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa05212,Pancreatic cancer,-11,-8.7,1.6658581098763354e-4,9,116,0.07758620689655173,MTOR|SMAD4|PIK3CA|PIK3R2|MAPK1|MAP2K1|RAF1|TGFBR1|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0048562,embryonic organ morphogenesis,-11,-8.5,2.0346836901064417e-4,11,116,0.09482758620689655,CTNNB1|ENG|FBN1|FBN2|EFEMP1|KCNQ1|NOTCH1|PKD2|TGFBR1|NPHP3|CHD7,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa04150,mTOR signaling pathway,-11,-8.5,2.0346836901064417e-4,11,116,0.09482758620689655,MTOR|HRAS|IRS1|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1|TSC1|TSC2,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa05206,MicroRNAs in cancer,-11,-8.5,2.0346836901064417e-4,14,116,0.1206896551724138,MTOR|HRAS|IRS1|MET|NOTCH1|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTGS2|RAF1|VEGFA|ZEB2,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0062013,positive regulation of small molecule metabolic process,-11,-8.4,2.248673241788482e-4,11,116,0.09482758620689655,APOA1|APOE|APP|EDN1|MTOR|IRS1|PPARG|MAPK1|MAP2K1|PTGS2|VCP,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa04722,Neurotrophin signaling pathway,-10,-8.4,2.248673241788482e-4,10,116,0.08620689655172414,HRAS|IRS1|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTPN11|RAF1|KIDINS220,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0048732,gland development,-10,-8.3,2.4851682710795185e-4,12,116,0.10344827586206896,CAV1|CPS1|CSF1R|EDN1|IL6|IL10|SMAD4|MET|PKD2|TGFBR1|VEGFA|NPHP3,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa04012,ErbB signaling pathway,-10,-8.3,2.4851682710795185e-4,9,116,0.07758620689655173,MTOR|HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTK2|RAF1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0042063,gliogenesis,-10,-8.3,2.4851682710795185e-4,11,116,0.09482758620689655,APP|CSF1R|GRN|NR3C1|CFH|HRAS|MAPT|NOTCH1|MAPK1|MAP2K1|RAF1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0001934,positive regulation of protein phosphorylation,-10,-8.3,2.4851682710795185e-4,12,116,0.10344827586206896,CSF1R|FGFR1|MTOR|IL6|IL10|KDR|PIK3CA|MAPK1|MAP2K1|MAP2K2|RAF1|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0030155,regulation of cell adhesion,-10,-8.2,2.7465356997214254e-4,19,116,0.16379310344827586,ACTB|ALOX5|APOA1|CAV1|CTNNB1|ENG|MTOR|IL6|IL10|KDR|NOTCH1|SERPINE1|MAP2K1|PTK2|PTPN11|SMARCA4|TSC1|VEGFA|PIEZO1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0090066,regulation of anatomical structure size,-10,-8.2,2.7465356997214254e-4,15,116,0.12931034482758622,APOE|CAV1|CPS1|ACE|EDN1|FBN1|MTOR|LIMK1|MAPT|PIK3CA|MAP2K1|PTPN11|SLC8A1|VEGFA|ADNP,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0010718,positive regulation of epithelial to mesenchymal transition,-10,-8.2,2.7465356997214254e-4,8,116,0.06896551724137931,CTNNB1|ENG|MTOR|IL6|SMAD4|NOTCH1|PTK2|TGFBR1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0010001,glial cell differentiation,-10,-8.2,2.7465356997214254e-4,10,116,0.08620689655172414,APP|GRN|NR3C1|CFH|HRAS|MAPT|NOTCH1|MAPK1|MAP2K1|RAF1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0031401,positive regulation of protein modification process,-10,-8.2,2.7465356997214254e-4,14,116,0.1206896551724138,CAV1|CSF1R|FGFR1|MTOR|IL6|IL10|KDR|PIK3CA|MAPK1|MAP2K1|MAP2K2|RAF1|VCP|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa05213,Endometrial cancer,-10,-8.2,2.7465356997214254e-4,8,116,0.06896551724137931,CTNNB1|HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa05164,Influenza A,-10,-8.2,2.7465356997214254e-4,11,116,0.09482758620689655,ACTB|ADAR|CASP8|IL6|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1|TBK1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa04211,Longevity regulating pathway,-10,-8.2,2.7465356997214254e-4,9,116,0.07758620689655173,MTOR|HRAS|IRS1|PIK3CA|PIK3R2|PPARG|TSC1|TSC2|EHMT1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,-10,-8.2,2.7465356997214254e-4,9,116,0.07758620689655173,MTOR|HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|PTPN11|RAF1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa04926,Relaxin signaling pathway,-10,-8.1,3.035391380788668e-4,10,116,0.08620689655172414,EDN1|HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1|TGFBR1|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0051493,regulation of cytoskeleton organization,-10,-8,3.3546262790251185e-4,16,116,0.13793103448275862,APOA1|CSF1R|DCTN1|DYRK1A|EDN1|MTOR|HRAS|LIMK1|SMAD4|MAPT|PIK3CA|MAPK1|PTK2|TGFBR1|TSC1|CAPN10,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0022603,regulation of anatomical structure morphogenesis,-10,-7.9,3.707435404590882e-4,19,116,0.16379310344827586,ALOX5|CSF1R|CTNNB1|CTNND1|EDN1|GJA1|GRN|IL6|IL10|KDR|LIMK1|MAPT|SERPINE1|PPARG|PTK2|TNFAIP3|VEGFA|EMILIN1|ADNP,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0048729,tissue morphogenesis,-9.9,-7.9,3.707435404590882e-4,14,116,0.1206896551724138,ACTB|ACTC1|CSF1R|CTNNB1|ENG|KDR|SMAD4|MET|NOTCH1|PKD2|TGFBR1|TSC2|VEGFA|NPHP3,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0045785,positive regulation of cell adhesion,-9.9,-7.9,3.707435404590882e-4,15,116,0.12931034482758622,ACTB|ALOX5|APOA1|CAV1|CTNNB1|MTOR|IL6|IL10|KDR|PTK2|PTPN11|SMARCA4|TSC1|VEGFA|PIEZO1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,-9.9,-7.9,3.707435404590882e-4,13,116,0.11206896551724138,ACVR2B|CAV1|ENG|FBN1|FBN2|KDR|SMAD4|NOTCH1|PPARG|TGFBR1|ADAMTSL2|ZEB2|EMILIN1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0042327,positive regulation of phosphorylation,-9.9,-7.9,3.707435404590882e-4,12,116,0.10344827586206896,CSF1R|FGFR1|MTOR|IL6|IL10|KDR|PIK3CA|MAPK1|MAP2K1|MAP2K2|RAF1|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0055088,lipid homeostasis,-9.8,-7.8,4.097349789797868e-4,11,116,0.09482758620689655,APOA1|APOA2|APOB|APOE|CAV1|DCTN1|EPHX2|FBN1|MTTP|PPARG|MAP2K1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0045937,positive regulation of phosphate metabolic process,-9.8,-7.8,4.097349789797868e-4,12,116,0.10344827586206896,CSF1R|FGFR1|MTOR|IL6|IL10|KDR|PIK3CA|MAPK1|MAP2K1|MAP2K2|RAF1|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0042593,glucose homeostasis,-9.7,-7.7,4.5282718288679695e-4,11,116,0.09482758620689655,ALOX5|FBN1|FBN2|GNAQ|GPX1|IL6|IRS1|SMAD4|PIK3R2|PPARG|NCF1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0060284,regulation of cell development,-9.7,-7.7,4.5282718288679695e-4,18,116,0.15517241379310345,ACTB|CASP8|CTNNB1|DRD3|FBN1|MTOR|GRN|IDH2|IL6|IL10|LIMK1|SMAD4|MAPT|NOTCH1|SMARCA4|VEGFA|KAT6A|ADNP,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0001775,cell activation,-9.7,-7.7,4.5282718288679695e-4,17,116,0.14655172413793102,ACTB|APP|CASP8|EDN1|MTOR|GJA1|GNAQ|GRN|IL6|IL10|SMAD4|MAPT|PIK3CA|PIK3R2|TGFBR1|TBK1|CHD7,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0048646,anatomical structure formation involved in morphogenesis,-9.7,-7.7,4.5282718288679695e-4,17,116,0.14655172413793102,ACTC1|ACVR2B|CASP8|CTNND1|EDN1|ENG|FBN1|FBN2|KDR|SMAD4|NOTCH1|SERPINE1|PTK2|TGFBR1|TSC2|VEGFA|EIF2AK3,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0060429,epithelium development,-9.7,-7.7,4.5282718288679695e-4,18,116,0.15517241379310345,ACTB|ACVR2B|CPS1|CSF1R|CTNNB1|EDN1|ENG|FBN1|KCNQ1|KDR|SMAD4|MET|NOTCH1|PKD2|PPARG|TSC2|VEGFA|NPHP3,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0045596,negative regulation of cell differentiation,-9.6,-7.7,4.5282718288679695e-4,17,116,0.14655172413793102,ACTB|CAV1|CTNNB1|DRD3|FBN1|EFEMP1|IDH2|IL6|SMAD4|NOTCH1|PPARG|PTPN11|SMARCA4|TGFBR1|VEGFA|NPHP3|EHMT1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa04664,Fc epsilon RI signaling pathway,-9.6,-7.7,4.5282718288679695e-4,8,116,0.06896551724137931,ALOX5|HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0033500,carbohydrate homeostasis,-9.6,-7.6,5.004514334406108e-4,11,116,0.09482758620689655,ALOX5|FBN1|FBN2|GNAQ|GPX1|IL6|IRS1|SMAD4|PIK3R2|PPARG|NCF1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:2001233,regulation of apoptotic signaling pathway,-9.6,-7.6,5.004514334406108e-4,13,116,0.11206896551724138,APP|CAV1|CTNNB1|GPX1|IL10|NONO|SERPINE1|PPARG|MAP2K1|PTGS2|TGFBR1|TNFAIP3|EIF2AK3,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:1903829,positive regulation of protein localization,-9.6,-7.6,5.004514334406108e-4,15,116,0.12931034482758622,APOE|APP|CTNND1|EDN1|MAPT|PIK3CA|PIK3R2|PPARG|SLC2A2|VEGFA|NR0B2|SQSTM1|EIF2AK3|SIGMAR1|CAPN10,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0009612,response to mechanical stimulus,-9.6,-7.6,5.004514334406108e-4,11,116,0.09482758620689655,CASP8|CTNNB1|EDN1|FBN1|KCNQ1|PIK3CA|PKD2|PTK2|PTPN11|SLC8A1|PIEZO1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0051129,negative regulation of cellular component organization,-9.5,-7.6,5.004514334406108e-4,18,116,0.15517241379310345,APOA1|APOA2|APOE|APP|CAV1|ACE|DYRK1A|MTOR|GPX1|HNRNPA1|SMAD4|MAPT|NOTCH1|PIK3CA|PPARG|RAF1|VEGFA|EMILIN1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0038127,ERBB signaling pathway,-9.5,-7.5,5.530843701478336e-4,8,116,0.06896551724137931,CTNNB1|EFEMP1|PIK3CA|MAPK1|MAP2K1|PTK2|PTPN11|RAF1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0022407,regulation of cell-cell adhesion,-9.5,-7.5,5.530843701478336e-4,15,116,0.12931034482758622,ACTB|ALOX5|APOA1|CAV1|CTNNB1|MTOR|IL6|IL10|NOTCH1|MAP2K1|PTK2|PTPN11|SMARCA4|VEGFA|PIEZO1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0048009,insulin-like growth factor receptor signaling pathway,-9.5,-7.5,5.530843701478336e-4,6,116,0.05172413793103448,IRS1|PIK3CA|MAPK1|MAP2K1|RAF1|EIF2AK3,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0048598,embryonic morphogenesis,-9.5,-7.5,5.530843701478336e-4,13,116,0.11206896551724138,CTNNB1|ENG|FBN1|FBN2|EFEMP1|KCNQ1|SMAD4|NOTCH1|PKD2|TGFBR1|TSC2|NPHP3|CHD7,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa05223,Non-small cell lung cancer,-9.4,-7.5,5.530843701478336e-4,8,116,0.06896551724137931,HRAS|MET|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0062012,regulation of small molecule metabolic process,-9.4,-7.5,5.530843701478336e-4,13,116,0.11206896551724138,APOA1|APOE|APP|CAV1|EDN1|EPHX2|MTOR|IRS1|PPARG|MAPK1|MAP2K1|PTGS2|VCP,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa04518,Integrin signaling,-9.4,-7.5,5.530843701478336e-4,10,116,0.08620689655172414,ACTB|CTNNB1|FBN1|MTOR|KDR|MET|PIK3CA|PIK3R2|PTK2|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0071453,cellular response to oxygen levels,-9.4,-7.4,6.112527611295723e-4,10,116,0.08620689655172414,CAV1|EDN1|MTOR|LMNA|NONO|NOTCH1|PPARG|PTGS2|TSC1|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0018193,peptidyl-amino acid modification,-9.4,-7.4,6.112527611295723e-4,12,116,0.10344827586206896,APOA1|APOA2|CSF1R|DYRK1A|EFEMP1|FGFR1|KDR|MAP2K2|TGFBR1|VCP|TBK1|EHMT1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa05160,Hepatitis C,-9.3,-7.4,6.112527611295723e-4,10,116,0.08620689655172414,CASP8|CTNNB1|HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|RAF1|TBK1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0062197,cellular response to chemical stress,-9.3,-7.4,6.112527611295723e-4,12,116,0.10344827586206896,CAV1|EDN1|MTOR|GPX1|IL6|MAPT|PIK3CA|PKD2|PTGS2|SLC8A1|TNFAIP3|EIF2AK3,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
