Category,Description,LogP,Log(q-value),#GeneInGOAndHitList,#GeneInHitList,Hits,CategoryID,GO,Enrichment,FDR,Significant_FDR_0_05,GeneID,LogQ,Count,HitListN,GeneRatio,MinusLog10FDR
GO Biological Processes,low-density lipoprotein particle remodeling,-4.7,-3.4,3,116,APOA2|APOB|APOE,19,GO:0034374,57,3.9810717055349735e-4,TRUE,336|338|348,-3.4,3,116,0.02586206896551724,3.4
GO Biological Processes,regulation of vascular wound healing,-4.7,-3.4,3,116,ALOX5|SERPINE1|TNFAIP3,19,GO:0061043,57,3.9810717055349735e-4,TRUE,240|5054|7128,-3.4,3,116,0.02586206896551724,3.4
GO Biological Processes,negative regulation of nitric oxide biosynthetic process,-4.7,-3.4,3,116,CAV1|IL10|SIGMAR1,19,GO:0045019,57,3.9810717055349735e-4,TRUE,857|3586|10280,-3.4,3,116,0.02586206896551724,3.4
GO Biological Processes,response to molecule of bacterial origin,-4.7,-3.4,8,116,CASP8|CPS1|EDN1|IL6|IL10|NOTCH1|SERPINE1|TNFAIP3,19,GO:0002237,7.1,3.9810717055349735e-4,TRUE,841|1373|1906|3569|3586|4851|5054|7128,-3.4,8,116,0.06896551724137931,3.4
GO Biological Processes,myelination,-4.7,-3.4,5,116,CFH|HRAS|MAPK1|MAP2K1|RAF1,19,GO:0042552,15,3.9810717055349735e-4,TRUE,3075|3265|5594|5604|5894,-3.4,5,116,0.04310344827586207,3.4
GO Biological Processes,positive regulation of fatty acid metabolic process,-4.7,-3.4,4,116,EDN1|IRS1|PPARG|PTGS2,19,GO:0045923,25,3.9810717055349735e-4,TRUE,1906|3667|5468|5743,-3.4,4,116,0.034482758620689655,3.4
GO Biological Processes,neuroinflammatory response,-4.7,-3.4,4,116,APP|GRN|NR3C1|MAPT,19,GO:0150076,25,3.9810717055349735e-4,TRUE,351|2896|2908|4137,-3.4,4,116,0.034482758620689655,3.4
GO Biological Processes,negative regulation of muscle hypertrophy,-4.7,-3.4,4,116,LMNA|SMAD4|NOTCH1|PPARG,19,GO:0014741,25,3.9810717055349735e-4,TRUE,4000|4089|4851|5468,-3.4,4,116,0.034482758620689655,3.4
GO Biological Processes,nucleocytoplasmic transport,-4.7,-3.4,7,116,ADAR|HNRNPA1|HNRNPA2B1|NOTCH1|TSC2|SQSTM1|IPO8,19,GO:0006913,8.5,3.9810717055349735e-4,TRUE,103|3178|3181|4851|7249|8878|10526,-3.4,7,116,0.0603448275862069,3.4
GO Biological Processes,positive regulation of protein catabolic process,-4.7,-3.4,7,116,APOE|APP|CAV1|MTOR|PTK2|TNFAIP3|VCP,19,GO:0045732,8.5,3.9810717055349735e-4,TRUE,348|351|857|2475|5747|7128|7415,-3.4,7,116,0.0603448275862069,3.4
GO Biological Processes,cell projection morphogenesis,-4.7,-3.4,9,116,ACTB|APP|CSF1R|CTNNB1|EDN1|NOTCH1|MAP2K1|PTK2|VEGFA,19,GO:0048858,6,3.9810717055349735e-4,TRUE,60|351|1436|1499|1906|4851|5604|5747|7422,-3.4,9,116,0.07758620689655173,3.4
GO Biological Processes,regulation of cell projection organization,-4.7,-3.3,11,116,APOE|APP|CAV1|GRN|HRAS|LIMK1|MAPT|PIK3CA|VEGFA|ADNP|KIDINS220,19,GO:0031344,4.8,5.011872336272725e-4,TRUE,348|351|857|2896|3265|3984|4137|5290|7422|23394|57498,-3.3,11,116,0.09482758620689655,3.3
GO Biological Processes,nuclear transport,-4.7,-3.3,7,116,ADAR|HNRNPA1|HNRNPA2B1|NOTCH1|TSC2|SQSTM1|IPO8,19,GO:0051169,8.5,5.011872336272725e-4,TRUE,103|3178|3181|4851|7249|8878|10526,-3.3,7,116,0.0603448275862069,3.3
GO Biological Processes,ameboidal-type cell migration,-4.7,-3.3,5,116,ACVR2B|EDN1|SMAD4|TGFBR1|ZEB2,19,GO:0001667,15,5.011872336272725e-4,TRUE,93|1906|4089|7046|9839,-3.3,5,116,0.04310344827586207,3.3
GO Biological Processes,negative regulation of response to wounding,-4.7,-3.3,5,116,ALOX5|APOE|EDN1|F12|SERPINE1,19,GO:1903035,15,5.011872336272725e-4,TRUE,240|348|1906|2161|5054,-3.3,5,116,0.04310344827586207,3.3
GO Biological Processes,regulation of vascular associated smooth muscle cell proliferation,-4.7,-3.3,5,116,EDN1|GJA1|IL10|PPARG|MFN2,19,GO:1904705,15,5.011872336272725e-4,TRUE,1906|2697|3586|5468|9927,-3.3,5,116,0.04310344827586207,3.3
GO Biological Processes,ensheathment of neurons,-4.7,-3.3,5,116,CFH|HRAS|MAPK1|MAP2K1|RAF1,19,GO:0007272,15,5.011872336272725e-4,TRUE,3075|3265|5594|5604|5894,-3.3,5,116,0.04310344827586207,3.3
GO Biological Processes,axon ensheathment,-4.7,-3.3,5,116,CFH|HRAS|MAPK1|MAP2K1|RAF1,19,GO:0008366,15,5.011872336272725e-4,TRUE,3075|3265|5594|5604|5894,-3.3,5,116,0.04310344827586207,3.3
GO Biological Processes,regulation of lipid transport,-4.7,-3.3,6,116,APOA1|APOA2|APOE|CAV1|EDN1|PPARG,19,GO:0032368,11,5.011872336272725e-4,TRUE,335|336|348|857|1906|5468,-3.3,6,116,0.05172413793103448,3.3
GO Biological Processes,regulation of protein kinase activity,-4.6,-3.3,7,116,ADAR|CSF1R|FGFR1|MTOR|PIK3CA|MAP2K1|MAP2K2,19,GO:0045859,8.3,5.011872336272725e-4,TRUE,103|1436|2260|2475|5290|5604|5605,-3.3,7,116,0.0603448275862069,3.3
GO Biological Processes,cardiac ventricle development,-4.6,-3.3,5,116,ENG|SMAD4|NOTCH1|TGFBR1|MATR3,19,GO:0003231,15,5.011872336272725e-4,TRUE,2022|4089|4851|7046|9782,-3.3,5,116,0.04310344827586207,3.3
GO Biological Processes,regulation of muscle adaptation,-4.6,-3.3,5,116,EDN1|LMNA|SMAD4|NOTCH1|PPARG,19,GO:0043502,15,5.011872336272725e-4,TRUE,1906|4000|4089|4851|5468,-3.3,5,116,0.04310344827586207,3.3
GO Biological Processes,vascular associated smooth muscle cell differentiation,-4.6,-3.3,3,116,ENG|NOTCH1|VEGFA,19,GO:0035886,53,5.011872336272725e-4,TRUE,2022|4851|7422,-3.3,3,116,0.02586206896551724,3.3
GO Biological Processes,brown fat cell differentiation,-4.6,-3.3,3,116,PPARG|PTGS2|EHMT1,19,GO:0050873,53,5.011872336272725e-4,TRUE,5468|5743|79813,-3.3,3,116,0.02586206896551724,3.3
GO Biological Processes,negative regulation of cell adhesion mediated by integrin,-4.6,-3.3,3,116,SERPINE1|PTK2|PTPN11,19,GO:0033629,53,5.011872336272725e-4,TRUE,5054|5747|5781,-3.3,3,116,0.02586206896551724,3.3
GO Biological Processes,negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,-4.6,-3.3,3,116,CTNNB1|IL10|NONO,19,GO:1903377,53,5.011872336272725e-4,TRUE,1499|3586|4841,-3.3,3,116,0.02586206896551724,3.3
GO Biological Processes,positive regulation of nucleotide metabolic process,-4.6,-3.3,4,116,APP|MTOR|MAP2K1|VCP,19,GO:0045981,24,5.011872336272725e-4,TRUE,351|2475|5604|7415,-3.3,4,116,0.034482758620689655,3.3
GO Biological Processes,positive regulation of purine nucleotide metabolic process,-4.6,-3.3,4,116,APP|MTOR|MAP2K1|VCP,19,GO:1900544,24,5.011872336272725e-4,TRUE,351|2475|5604|7415,-3.3,4,116,0.034482758620689655,3.3
GO Biological Processes,cell morphogenesis,-4.6,-3.3,10,116,ACTB|APP|CSF1R|CTNNB1|EDN1|MET|NOTCH1|MAP2K1|PTK2|VEGFA,19,GO:0000902,5.2,5.011872336272725e-4,TRUE,60|351|1436|1499|1906|4233|4851|5604|5747|7422,-3.3,10,116,0.08620689655172414,3.3
GO Biological Processes,regulation of leukocyte proliferation,-4.6,-3.3,7,116,CSF1R|IL6|IL10|MAPK1|PTK2|PTPN11|TNFAIP3,19,GO:0070663,8.3,5.011872336272725e-4,TRUE,1436|3569|3586|5594|5747|5781|7128,-3.3,7,116,0.0603448275862069,3.3
GO Biological Processes,neutral lipid metabolic process,-4.6,-3.3,5,116,APOA2|APOB|APOE|CAV1|CPS1,19,GO:0006638,15,5.011872336272725e-4,TRUE,336|338|348|857|1373,-3.3,5,116,0.04310344827586207,3.3
GO Biological Processes,acylglycerol metabolic process,-4.6,-3.3,5,116,APOA2|APOB|APOE|CAV1|CPS1,19,GO:0006639,15,5.011872336272725e-4,TRUE,336|338|348|857|1373,-3.3,5,116,0.04310344827586207,3.3
GO Biological Processes,blood coagulation,-4.6,-3.3,6,116,ACTB|F5|F12|GNAQ|IL6|PIK3CA,19,GO:0007596,10,5.011872336272725e-4,TRUE,60|2153|2161|2776|3569|5290,-3.3,6,116,0.05172413793103448,3.3
GO Biological Processes,regulation of biomineral tissue development,-4.6,-3.3,5,116,ACVR2B|ALOX5|FBN2|NOTCH1|SLC8A1,19,GO:0070167,15,5.011872336272725e-4,TRUE,93|240|2201|4851|6546,-3.3,5,116,0.04310344827586207,3.3
GO Biological Processes,positive regulation of mononuclear cell migration,-4.6,-3.3,5,116,APP|CSF1R|SERPINE1|MAPK1|PTK2,19,GO:0071677,15,5.011872336272725e-4,TRUE,351|1436|5054|5594|5747,-3.3,5,116,0.04310344827586207,3.3
GO Biological Processes,regulation of cell adhesion mediated by integrin,-4.6,-3.3,4,116,SERPINE1|PTK2|PTPN11|PIEZO1,19,GO:0033628,23,5.011872336272725e-4,TRUE,5054|5747|5781|9780,-3.3,4,116,0.034482758620689655,3.3
GO Biological Processes,embryonic heart tube morphogenesis,-4.6,-3.3,4,116,ENG|NOTCH1|PKD2|NPHP3,19,GO:0003143,23,5.011872336272725e-4,TRUE,2022|4851|5311|27031,-3.3,4,116,0.034482758620689655,3.3
GO Biological Processes,regulation of neuroinflammatory response,-4.6,-3.3,4,116,GRN|IL6|MAPK1|PTGS2,19,GO:0150077,23,5.011872336272725e-4,TRUE,2896|3569|5594|5743,-3.3,4,116,0.034482758620689655,3.3
GO Biological Processes,determination of heart left/right asymmetry,-4.6,-3.3,4,116,ENG|NOTCH1|PKD2|NPHP3,19,GO:0061371,23,5.011872336272725e-4,TRUE,2022|4851|5311|27031,-3.3,4,116,0.034482758620689655,3.3
GO Biological Processes,negative regulation of cell development,-4.6,-3.2,7,116,CTNNB1|DRD3|FBN1|IDH2|IL6|NOTCH1|VEGFA,19,GO:0010721,8.1,6.30957344480193e-4,TRUE,1499|1814|2200|3418|3569|4851|7422,-3.2,7,116,0.0603448275862069,3.2
GO Biological Processes,sensory organ morphogenesis,-4.6,-3.2,6,116,FBN1|FBN2|EFEMP1|KCNQ1|VEGFA|CHD7,19,GO:0090596,10,6.30957344480193e-4,TRUE,2200|2201|2202|3784|7422|55636,-3.2,6,116,0.05172413793103448,3.2
GO Biological Processes,coagulation,-4.6,-3.2,6,116,ACTB|F5|F12|GNAQ|IL6|PIK3CA,19,GO:0050817,10,6.30957344480193e-4,TRUE,60|2153|2161|2776|3569|5290,-3.2,6,116,0.05172413793103448,3.2
GO Biological Processes,regulation of insulin secretion,-4.6,-3.2,6,116,ALOX5|IL6|IRS1|SLC2A2|NR0B2|CAPN10,19,GO:0050796,10,6.30957344480193e-4,TRUE,240|3569|3667|6514|8431|11132,-3.2,6,116,0.05172413793103448,3.2
GO Biological Processes,negative regulation of organelle organization,-4.6,-3.2,8,116,DYRK1A|MTOR|GPX1|HNRNPA1|SMAD4|MAPT|PIK3CA|PPARG,19,GO:0010639,6.7,6.30957344480193e-4,TRUE,1859|2475|2876|3178|4089|4137|5290|5468,-3.2,8,116,0.06896551724137931,3.2
GO Biological Processes,secretion,-4.6,-3.2,9,116,ACE|DRD3|EDN1|GJA1|GNAQ|IL6|KCNQ1|MTTP|VEGFA,19,GO:0046903,5.8,6.30957344480193e-4,TRUE,1636|1814|1906|2697|2776|3569|3784|4547|7422,-3.2,9,116,0.07758620689655173,3.2
GO Biological Processes,negative regulation of angiogenesis,-4.6,-3.2,6,116,ALOX5|CTNNB1|CTNND1|SERPINE1|PPARG|EMILIN1,19,GO:0016525,10,6.30957344480193e-4,TRUE,240|1499|1500|5054|5468|11117,-3.2,6,116,0.05172413793103448,3.2
GO Biological Processes,cellular response to cytokine stimulus,-4.6,-3.2,11,116,CSF1R|EDN1|IL6|IL10|IRS1|SMAD4|NOTCH1|MAPK1|PTPN11|RAF1|TBK1,19,GO:0071345,4.6,6.30957344480193e-4,TRUE,1436|1906|3569|3586|3667|4089|4851|5594|5781|5894|29110,-3.2,11,116,0.09482758620689655,3.2
GO Biological Processes,animal organ regeneration,-4.6,-3.2,4,116,IL6|IL10|NOTCH1|NR0B2,19,GO:0031100,23,6.30957344480193e-4,TRUE,3569|3586|4851|8431,-3.2,4,116,0.034482758620689655,3.2
GO Biological Processes,pancreas development,-4.6,-3.2,4,116,IL6|MET|EIF2AK3|NPHP3,19,GO:0031016,23,6.30957344480193e-4,TRUE,3569|4233|9451|27031,-3.2,4,116,0.034482758620689655,3.2
GO Biological Processes,negative regulation of coagulation,-4.6,-3.2,4,116,APOE|EDN1|F12|SERPINE1,19,GO:0050819,23,6.30957344480193e-4,TRUE,348|1906|2161|5054,-3.2,4,116,0.034482758620689655,3.2
GO Biological Processes,import into cell,-4.5,-3.2,11,116,APOE|APP|CAV1|DRD3|KCNQ1|LIMK1|MAPK1|PTK2|SLC2A2|SLC8A1|TSC2,19,GO:0098657,4.6,6.30957344480193e-4,TRUE,348|351|857|1814|3784|3984|5594|5747|6514|6546|7249,-3.2,11,116,0.09482758620689655,3.2
GO Biological Processes,regulation of response to endoplasmic reticulum stress,-4.5,-3.2,5,116,ALOX5|APP|CAV1|EIF2AK3|SIGMAR1,19,GO:1905897,14,6.30957344480193e-4,TRUE,240|351|857|9451|10280,-3.2,5,116,0.04310344827586207,3.2
GO Biological Processes,regulation of Golgi organization,-4.5,-3.2,3,116,MAPK1|MAP2K1|MAP2K2,19,GO:1903358,50,6.30957344480193e-4,TRUE,5594|5604|5605,-3.2,3,116,0.02586206896551724,3.2
GO Biological Processes,astrocyte activation,-4.5,-3.2,3,116,APP|GRN|MAPT,19,GO:0048143,50,6.30957344480193e-4,TRUE,351|2896|4137,-3.2,3,116,0.02586206896551724,3.2
GO Biological Processes,branching involved in blood vessel morphogenesis,-4.5,-3.2,3,116,ENG|KDR|VEGFA,19,GO:0001569,50,6.30957344480193e-4,TRUE,2022|3791|7422,-3.2,3,116,0.02586206896551724,3.2
GO Biological Processes,hemostasis,-4.5,-3.2,6,116,ACTB|F5|F12|GNAQ|IL6|PIK3CA,19,GO:0007599,10,6.30957344480193e-4,TRUE,60|2153|2161|2776|3569|5290,-3.2,6,116,0.05172413793103448,3.2
GO Biological Processes,negative regulation of blood vessel morphogenesis,-4.5,-3.2,6,116,ALOX5|CTNNB1|CTNND1|SERPINE1|PPARG|EMILIN1,19,GO:2000181,10,6.30957344480193e-4,TRUE,240|1499|1500|5054|5468|11117,-3.2,6,116,0.05172413793103448,3.2
GO Biological Processes,tissue homeostasis,-4.5,-3.2,6,116,ACTB|GJA1|IL6|NOTCH1|VEGFA|NPHP3,19,GO:0001894,10,6.30957344480193e-4,TRUE,60|2697|3569|4851|7422|27031,-3.2,6,116,0.05172413793103448,3.2
GO Biological Processes,anatomical structure homeostasis,-4.5,-3.2,6,116,ACTB|GJA1|IL6|NOTCH1|VEGFA|NPHP3,19,GO:0060249,10,6.30957344480193e-4,TRUE,60|2697|3569|4851|7422|27031,-3.2,6,116,0.05172413793103448,3.2
GO Biological Processes,intracellular monoatomic ion homeostasis,-4.5,-3.2,9,116,ACVR2B|APP|CAV1|DRD3|EDN1|GRN|KCNQ1|SMAD4|SLC8A1,19,GO:0006873,5.7,6.30957344480193e-4,TRUE,93|351|857|1814|1906|2896|3784|4089|6546,-3.2,9,116,0.07758620689655173,3.2
GO Biological Processes,secondary alcohol metabolic process,-4.5,-3.2,5,116,APOA1|APOB|APOE|IDH2|NR0B2,19,GO:1902652,14,6.30957344480193e-4,TRUE,335|338|348|3418|8431,-3.2,5,116,0.04310344827586207,3.2
GO Biological Processes,protein import into nucleus,-4.5,-3.2,5,116,ADAR|NOTCH1|TSC2|SQSTM1|IPO8,19,GO:0006606,14,6.30957344480193e-4,TRUE,103|4851|7249|8878|10526,-3.2,5,116,0.04310344827586207,3.2
GO Biological Processes,negative regulation of immune system process,-4.5,-3.2,10,116,APOA1|APOA2|FBN1|GRN|IL10|PPARG|PTPN11|TNFAIP3|SQSTM1|EMILIN1,19,GO:0002683,5.1,6.30957344480193e-4,TRUE,335|336|2200|2896|3586|5468|5781|7128|8878|11117,-3.2,10,116,0.08620689655172414,3.2
GO Biological Processes,response to carbohydrate,-4.5,-3.2,6,116,APOA2|GPX1|SMAD4|NR0B2|ADNP|NCF1,19,GO:0009743,10,6.30957344480193e-4,TRUE,336|2876|4089|8431|23394|653361,-3.2,6,116,0.05172413793103448,3.2
GO Biological Processes,positive regulation of endocytosis,-4.5,-3.2,6,116,APOA1|APOA2|APOE|APP|SERPINE1|VEGFA,19,GO:0045807,10,6.30957344480193e-4,TRUE,335|336|348|351|5054|7422,-3.2,6,116,0.05172413793103448,3.2
GO Biological Processes,ventricular cardiac muscle tissue development,-4.5,-3.2,4,116,ENG|SMAD4|NOTCH1|TGFBR1,19,GO:0003229,22,6.30957344480193e-4,TRUE,2022|4089|4851|7046,-3.2,4,116,0.034482758620689655,3.2
GO Biological Processes,negative regulation of vasculature development,-4.5,-3.2,6,116,ALOX5|CTNNB1|CTNND1|SERPINE1|PPARG|EMILIN1,19,GO:1901343,10,6.30957344480193e-4,TRUE,240|1499|1500|5054|5468|11117,-3.2,6,116,0.05172413793103448,3.2
GO Biological Processes,cell fate commitment,-4.5,-3.2,6,116,EDN1|MTOR|IL6|SMAD4|PPARG|TGFBR1,19,GO:0045165,10,6.30957344480193e-4,TRUE,1906|2475|3569|4089|5468|7046,-3.2,6,116,0.05172413793103448,3.2
GO Biological Processes,protein stabilization,-4.5,-3.2,7,116,APOA1|APOA2|CTNND1|MTOR|GNAQ|GRN|TSC1,19,GO:0050821,7.9,6.30957344480193e-4,TRUE,335|336|1500|2475|2776|2896|7248,-3.2,7,116,0.0603448275862069,3.2
GO Biological Processes,positive regulation of protein transport,-4.5,-3.2,7,116,APOE|APP|PIK3R2|PPARG|SLC2A2|NR0B2|CAPN10,19,GO:0051222,7.9,6.30957344480193e-4,TRUE,348|351|5296|5468|6514|8431|11132,-3.2,7,116,0.0603448275862069,3.2
GO Biological Processes,cell surface receptor protein serine/threonine kinase signaling pathway,-4.5,-3.2,6,116,ACVR2B|ENG|SMAD4|PPARG|PTK2|TGFBR1,19,GO:0007178,10,6.30957344480193e-4,TRUE,93|2022|4089|5468|5747|7046,-3.2,6,116,0.05172413793103448,3.2
GO Biological Processes,cell population proliferation,-4.5,-3.2,8,116,CSF1R|ACE|GJA1|IL6|IL10|NOTCH1|TGFBR1|SQSTM1,19,GO:0008283,6.5,6.30957344480193e-4,TRUE,1436|1636|2697|3569|3586|4851|7046|8878,-3.2,8,116,0.06896551724137931,3.2
GO Biological Processes,ventricular septum development,-4.5,-3.2,4,116,SMAD4|NOTCH1|TGFBR1|MATR3,19,GO:0003281,22,6.30957344480193e-4,TRUE,4089|4851|7046|9782,-3.2,4,116,0.034482758620689655,3.2
GO Biological Processes,cellular response to vascular endothelial growth factor stimulus,-4.5,-3.2,4,116,KDR|NOTCH1|PIK3CA|VEGFA,19,GO:0035924,22,6.30957344480193e-4,TRUE,3791|4851|5290|7422,-3.2,4,116,0.034482758620689655,3.2
GO Biological Processes,triglyceride homeostasis,-4.5,-3.2,4,116,APOA1|APOE|FBN1|MAP2K1,19,GO:0070328,22,6.30957344480193e-4,TRUE,335|348|2200|5604,-3.2,4,116,0.034482758620689655,3.2
GO Biological Processes,negative regulation of collagen biosynthetic process,-4.5,-3.2,3,116,IL6|NOTCH1|EMILIN1,19,GO:0032966,47,6.30957344480193e-4,TRUE,3569|4851|11117,-3.2,3,116,0.02586206896551724,3.2
GO Biological Processes,reverse cholesterol transport,-4.5,-3.2,3,116,APOA1|APOA2|APOE,19,GO:0043691,47,6.30957344480193e-4,TRUE,335|336|348,-3.2,3,116,0.02586206896551724,3.2
GO Biological Processes,regulation of trophoblast cell migration,-4.5,-3.2,3,116,FBN2|GJA1|VEGFA,19,GO:1901163,47,6.30957344480193e-4,TRUE,2201|2697|7422,-3.2,3,116,0.02586206896551724,3.2
GO Biological Processes,negative regulation of neurogenesis,-4.5,-3.1,5,116,CTNNB1|DRD3|IDH2|IL6|NOTCH1,19,GO:0050768,14,7.943282347242813e-4,TRUE,1499|1814|3418|3569|4851,-3.1,5,116,0.04310344827586207,3.1
GO Biological Processes,regulation of canonical NF-kappaB signal transduction,-4.4,-3.1,8,116,CASP8|CAV1|ESR1|GJA1|TNFAIP3|VEGFA|SQSTM1|TBK1,19,GO:0043122,6.5,7.943282347242813e-4,TRUE,841|857|2099|2697|7128|7422|8878|29110,-3.1,8,116,0.06896551724137931,3.1
GO Biological Processes,axon development,-4.4,-3.1,8,116,ACTB|APP|CSF1R|EDN1|MAPT|NOTCH1|PTK2|VEGFA,19,GO:0061564,6.5,7.943282347242813e-4,TRUE,60|351|1436|1906|4137|4851|5747|7422,-3.1,8,116,0.06896551724137931,3.1
GO Biological Processes,acylglycerol homeostasis,-4.4,-3.1,4,116,APOA1|APOE|FBN1|MAP2K1,19,GO:0055090,22,7.943282347242813e-4,TRUE,335|348|2200|5604,-3.1,4,116,0.034482758620689655,3.1
GO Biological Processes,cellular response to nutrient levels,-4.4,-3.1,7,116,CAV1|MTOR|HNRNPA1|MAPK1|TSC1|TSC2|EIF2AK3,19,GO:0031669,7.7,7.943282347242813e-4,TRUE,857|2475|3178|5594|7248|7249|9451,-3.1,7,116,0.0603448275862069,3.1
GO Biological Processes,negative regulation of MAPK cascade,-4.4,-3.1,6,116,APOE|CAV1|SMAD4|PIK3R2|PPARG|EMILIN1,19,GO:0043409,9.7,7.943282347242813e-4,TRUE,348|857|4089|5296|5468|11117,-3.1,6,116,0.05172413793103448,3.1
GO Biological Processes,positive regulation of endothelial cell proliferation,-4.4,-3.1,5,116,FGFR1|IL10|KDR|TGFBR1|VEGFA,19,GO:0001938,13,7.943282347242813e-4,TRUE,2260|3586|3791|7046|7422,-3.1,5,116,0.04310344827586207,3.1
GO Biological Processes,positive regulation of vascular associated smooth muscle cell proliferation,-4.4,-3.1,4,116,EDN1|GJA1|IL10|MFN2,19,GO:1904707,21,7.943282347242813e-4,TRUE,1906|2697|3586|9927,-3.1,4,116,0.034482758620689655,3.1
GO Biological Processes,positive regulation of biomineral tissue development,-4.4,-3.1,4,116,ACVR2B|ALOX5|FBN2|SLC8A1,19,GO:0070169,21,7.943282347242813e-4,TRUE,93|240|2201|6546,-3.1,4,116,0.034482758620689655,3.1
GO Biological Processes,tissue remodeling,-4.4,-3.1,4,116,ACVR2B|CAV1|ACE|GJA1,19,GO:0048771,21,7.943282347242813e-4,TRUE,93|857|1636|2697,-3.1,4,116,0.034482758620689655,3.1
GO Biological Processes,cellular senescence,-4.4,-3.1,4,116,HRAS|LMNA|MAP2K1|KAT6A,19,GO:0090398,21,7.943282347242813e-4,TRUE,3265|4000|5604|7994,-3.1,4,116,0.034482758620689655,3.1
GO Biological Processes,regulation of morphogenesis of an epithelium,-4.4,-3.1,4,116,CTNNB1|CTNND1|GJA1|VEGFA,19,GO:1905330,21,7.943282347242813e-4,TRUE,1499|1500|2697|7422,-3.1,4,116,0.034482758620689655,3.1
GO Biological Processes,cellular response to lipid,-4.4,-3.1,10,116,CPS1|EDN1|ESR1|NR3C1|IL6|IL10|IRS1|SERPINE1|TNFAIP3|NCF1,19,GO:0071396,4.9,7.943282347242813e-4,TRUE,1373|1906|2099|2908|3569|3586|3667|5054|7128|653361,-3.1,10,116,0.08620689655172414,3.1
GO Biological Processes,regulation of kinase activity,-4.4,-3.1,7,116,ADAR|CSF1R|FGFR1|MTOR|PIK3CA|MAP2K1|MAP2K2,19,GO:0043549,7.6,7.943282347242813e-4,TRUE,103|1436|2260|2475|5290|5604|5605,-3.1,7,116,0.0603448275862069,3.1
GO Biological Processes,negative regulation of Wnt signaling pathway,-4.4,-3.1,6,116,APOE|APP|CAV1|CTNNB1|SMAD4|NPHP3,19,GO:0030178,9.6,7.943282347242813e-4,TRUE,348|351|857|1499|4089|27031,-3.1,6,116,0.05172413793103448,3.1
GO Biological Processes,monocyte differentiation,-4.4,-3.1,3,116,CSF1R|PPARG|VEGFA,19,GO:0030224,44,7.943282347242813e-4,TRUE,1436|5468|7422,-3.1,3,116,0.02586206896551724,3.1
GO Biological Processes,negative regulation of collagen metabolic process,-4.4,-3.1,3,116,IL6|NOTCH1|EMILIN1,19,GO:0010713,44,7.943282347242813e-4,TRUE,3569|4851|11117,-3.1,3,116,0.02586206896551724,3.1
GO Biological Processes,protein autophosphorylation,-4.4,-3.1,5,116,CSF1R|DYRK1A|FGFR1|KDR|MAP2K2,19,GO:0046777,13,7.943282347242813e-4,TRUE,1436|1859|2260|3791|5605,-3.1,5,116,0.04310344827586207,3.1
GO Biological Processes,regulation of granulocyte chemotaxis,-4.4,-3.1,4,116,CSF1R|EDN1|MAPK1|PTK2,19,GO:0071622,21,7.943282347242813e-4,TRUE,1436|1906|5594|5747,-3.1,4,116,0.034482758620689655,3.1
GO Biological Processes,negative regulation of intrinsic apoptotic signaling pathway,-4.4,-3.1,5,116,CTNNB1|IL10|NONO|MAP2K1|PTGS2,19,GO:2001243,13,7.943282347242813e-4,TRUE,1499|3586|4841|5604|5743,-3.1,5,116,0.04310344827586207,3.1
GO Biological Processes,regulation of heart rate,-4.4,-3.1,5,116,CAV1|ACE|EDN1|KCNQ1|SLC8A1,19,GO:0002027,13,7.943282347242813e-4,TRUE,857|1636|1906|3784|6546,-3.1,5,116,0.04310344827586207,3.1
GO Biological Processes,regulation of receptor signaling pathway via STAT,-4.4,-3.1,5,116,CAV1|IL6|IL10|NOTCH1|PPARG,19,GO:1904892,13,7.943282347242813e-4,TRUE,857|3569|3586|4851|5468,-3.1,5,116,0.04310344827586207,3.1
GO Biological Processes,positive regulation of lipid biosynthetic process,-4.4,-3.1,5,116,APOE|EDN1|MTOR|MAPK1|PTGS2,19,GO:0046889,13,7.943282347242813e-4,TRUE,348|1906|2475|5594|5743,-3.1,5,116,0.04310344827586207,3.1
GO Biological Processes,protein localization to nucleus,-4.3,-3.1,6,116,ADAR|LMNA|NOTCH1|TSC2|SQSTM1|IPO8,19,GO:0034504,9.4,7.943282347242813e-4,TRUE,103|4000|4851|7249|8878|10526,-3.1,6,116,0.05172413793103448,3.1
GO Biological Processes,long-chain fatty acid transport,-4.3,-3,4,116,APOE|ACE|DRD3|PPARG,19,GO:0015909,20,0.001,TRUE,348|1636|1814|5468,-3,4,116,0.034482758620689655,3
GO Biological Processes,cellular response to cAMP,-4.3,-3,4,116,APP|CPS1|KCNQ1|PKD2,19,GO:0071320,20,0.001,TRUE,351|1373|3784|5311,-3,4,116,0.034482758620689655,3
GO Biological Processes,positive regulation of inflammatory response,-4.3,-3,6,116,APP|GRN|IL6|SERPINE1|MAPK1|PTGS2,19,GO:0050729,9.4,0.001,TRUE,351|2896|3569|5054|5594|5743,-3,6,116,0.05172413793103448,3
GO Biological Processes,positive regulation of leukocyte cell-cell adhesion,-4.3,-3,7,116,ACTB|ALOX5|CAV1|MTOR|IL6|PTPN11|SMARCA4,19,GO:1903039,7.4,0.001,TRUE,60|240|857|2475|3569|5781|6597,-3,7,116,0.0603448275862069,3
