exposure,module_rds,outcome,outcome_label,transform,n,events,non_events,n_strata,n_psu,cycles,weight_variables,covariates_used,status,error,method,effect_scale,estimate,conf_low,conf_high,std_error_link_scale,reference_df,p_value,p_fdr_bh
PNP_ln_U,pesticides_urine.rds,DM,Diabetes,natural_log_transformed,2143,525,1618,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.6783145634264548,0.5634858907327911,0.816543332359336,0.09081493661207507,30,1.7893805418754e-4,0.0158614205123627
o_ANS_ln_U,AA_urine.rds,DM,Diabetes,natural_log_transformed,1038,194,844,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.6120638663633245,0.48898812361737903,0.7661171272142266,0.10532664600910394,15,3.07562298448911e-4,0.0158614205123627
DMTP_ln_U,pesticides_urine.rds,DM,Diabetes,natural_log_transformed,1027,286,741,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7284476309689224,0.6261714772741573,0.8474291313526349,0.07098055795367116,15,4.550403835574055e-4,0.0158614205123627
BP3_ln_U,PCCP_urine.rds,DM,Diabetes,natural_log_transformed,2114,557,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8678892254825575,0.8061994887958502,0.9342994112210987,0.03610334619408613,30,4.6956967485579264e-4,0.0158614205123627
Pb_ln_S,HM_serum.rds,DM,Diabetes,natural_log_transformed,3226,771,2455,30,4,2013-2014|2015-2016,WTSH2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.6282735312610794,0.4912750832585866,0.8034757787125516,0.12044005600988979,30,5.617080026949882e-4,0.0158614205123627
DMP_ln_U,pesticides_urine.rds,DM,Diabetes,natural_log_transformed,1019,283,736,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7112788922682769,0.6006283681969211,0.8423139654644444,0.07933015316133891,15,6.387149199609141e-4,0.0158614205123627
Pb_ln_U,HM_urine.rds,DM,Diabetes,natural_log_transformed,2208,499,1709,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.6549196842045636,0.5173170663754161,0.8291236083971351,0.1154873533819638,30,9.505016381920867e-4,0.02023210629866013
MB3_Cys_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,2139,486,1653,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7357754369074342,0.6070711393125898,0.8917661514420447,0.09414952264612136,30,0.0027806214769741508,0.051789075008643555
DMDTP_binary_U,pesticides_urine.rds,DM,Diabetes,binary_above_detection_threshold,1023,285,738,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.5256055485108172,0.355226330468615,0.7777047164857204,0.1838166366715641,15,0.0032290764194893404,0.05345915405599019
DETP_binary_U,pesticides_urine.rds,DM,Diabetes,binary_above_detection_threshold,1023,285,738,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.5732024106591838,0.40435739242716134,0.8125510000282354,0.16371008202614037,15,0.00396264261845303,0.05858072879976276
THg_ln_S,HM_serum.rds,DM,Diabetes,natural_log_transformed,3226,771,2455,30,4,2013-2014|2015-2016,WTSH2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8516648503363684,0.7653440021600667,0.9477215673622934,0.05232782344071441,30,0.004534649879534845,0.05858072879976276
Se_ln_S,HM_serum.rds,DM,Diabetes,natural_log_transformed,3225,771,2454,30,4,2013-2014|2015-2016,WTSH2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,2.687882366614032,1.3871976889235487,5.208134121360132,0.323888223728513,30,0.0047179110442761955,0.05858072879976276
X24D_ln_U,pesticides_urine.rds,DM,Diabetes,natural_log_transformed,2180,536,1644,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7641666953103984,0.6364228397286199,0.9175515109901153,0.08956824913873684,30,0.0053500550188296594,0.06131986136966302
PFUnDA_binary_S,PFC_serum.rds,DM,Diabetes,binary_above_detection_threshold,2043,547,1496,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.6470398802490158,0.4773379591544599,0.8770737767728798,0.1489434872447348,30,0.0065369980237177435,0.06752049819339644
MINP_binary_U,Phthalates_urine.rds,DM,Diabetes,binary_above_detection_threshold,2115,558,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.6947213839966228,0.5378788516597629,0.8972983412396314,0.1252905928625311,30,0.006797365589939238,0.06752049819339644
CEMA_AAM_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,2136,489,1647,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7482509782783815,0.6075891583157954,0.9214771508538944,0.10196461613405847,30,0.007941490126410008,0.0739551268021932
Norharman_ln_U,AA_urine.rds,DM,Diabetes,natural_log_transformed,1127,227,900,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.719626106674417,0.5703476636990155,0.9079755495950728,0.10907397274346081,15,0.008675897129821081,0.07604168660843183
DEP_ln_U,pesticides_urine.rds,DM,Diabetes,natural_log_transformed,1027,285,742,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7188021552383095,0.5664444201209429,0.9121398676059373,0.11175830510546847,15,0.009846707313298477,0.08150885498230406
W_ln_U,HM_urine.rds,DM,Diabetes,natural_log_transformed,2207,499,1708,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8246995222542658,0.7103447005507368,0.957463751723781,0.07308954205760086,30,0.013122577505072197,0.10290863411872407
Cd_ln_S,HM_serum.rds,DM,Diabetes,natural_log_transformed,3226,771,2455,30,4,2013-2014|2015-2016,WTSH2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.776614773581275,0.6366242657607055,0.9473884973957305,0.09732531427995476,30,0.014409399698015137,0.10732829537051095
Cd_ln_U,HM_urine.rds,DM,Diabetes,natural_log_transformed,2208,499,1709,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.381387089292571,1.0687015699415376,1.7855595464022658,0.12566575295385493,30,0.015342250295822757,0.10732829537051095
Sn_ln_U,HM_urine.rds,DM,Diabetes,natural_log_transformed,2207,499,1708,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1750186986740079,1.0330123179453399,1.3365464460091896,0.0630694236373476,30,0.015847130860075442,0.10732829537051095
DMA_ln_U,HM_urine.rds,DM,Diabetes,natural_log_transformed,2209,500,1709,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8264346020656345,0.7070190667086215,0.9660194238762458,0.07641642195591358,30,0.01834098991325683,0.11881771726414207
n_PFOS_ln_S,PFC_serum.rds,DM,Diabetes,natural_log_transformed,985,277,708,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7321559625362285,0.5587088318951393,0.9594485049736242,0.1268456441417152,15,0.02662982095597072,0.16532680510165154
A_a_C_binary_U,AA_urine.rds,DM,Diabetes,binary_above_detection_threshold,1143,233,910,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.5934985990524033,0.37373417348282384,0.9424896412191585,0.21698382488760345,15,0.029568276673963646,0.16913775091149574
U_ln_U,HM_urine.rds,DM,Diabetes,natural_log_transformed,2208,499,1709,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1466270440629507,1.014372911965034,1.2961244949153965,0.060008656683393204,30,0.029878887101054973,0.16913775091149574
X5OHIMI_binary_U,pesticides_urine.rds,DM,Diabetes,binary_above_detection_threshold,834,233,601,15,2,2015-2016,WTSSBI2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.4580655934880075,0.22805243760336308,0.9200694811359749,0.32721243650165255,15,0.030649122648391848,0.16913775091149574
NPMA_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,2170,491,1679,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8814634576729892,0.7839202094932929,0.9911440192555327,0.057424416777014736,30,0.035868765651989085,0.18008237402626046
PrP_ln_U,PCCP_urine.rds,DM,Diabetes,natural_log_transformed,2114,557,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8991746376928489,0.8134768242425512,0.9939005082571281,0.04904332706071165,30,0.03830149129797605,0.18008237402626046
Toluene_ln_S,VOC_serum.rds,DM,Diabetes,natural_log_transformed,3068,732,2336,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8471522621374737,0.7245222561980227,0.9905381775442521,0.07656567258240438,30,0.038350030333881735,0.18008237402626046
X1_AN_ln_U,AA_urine.rds,DM,Diabetes,natural_log_transformed,1098,210,888,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8830374502712665,0.7855445735962009,0.9926300362713759,0.05488772225138607,15,0.03866310391299612,0.18008237402626046
PFHS_ln_S,PFC_serum.rds,DM,Diabetes,natural_log_transformed,2043,547,1496,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.813977258545163,0.6701866375113251,0.9886186031536668,0.09517642470483237,30,0.038675409186847885,0.18008237402626046
MeP_ln_U,PCCP_urine.rds,DM,Diabetes,natural_log_transformed,2114,557,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8886400459149022,0.7921992868504262,0.9968213103841608,0.056250707617076144,30,0.04434911697241767,0.20024298269364343
PFDA_ln_S,PFC_serum.rds,DM,Diabetes,natural_log_transformed,2043,547,1496,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8263513257831298,0.6825574378499256,1.0004381693862319,0.09360814461376235,30,0.050494478606190836,0.2212846268330128
Harman_ln_U,AA_urine.rds,DM,Diabetes,natural_log_transformed,1143,233,910,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.832138371705375,0.6897329683171114,1.0039454418918108,0.08805942382365922,15,0.05439488224525321,0.2260114655080699
MEHP_binary_U,Phthalates_urine.rds,DM,Diabetes,binary_above_detection_threshold,2115,558,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7412192982469291,0.5458608672698199,1.0064946601532032,0.14979999764326837,30,0.05473234953737606,0.2260114655080699
m_p_Xylene_binary_S,VOC_serum.rds,DM,Diabetes,binary_above_detection_threshold,3117,746,2371,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.778037756337831,0.6011293631107403,1.007009118893581,0.12631267409430091,30,0.05612365250871534,0.2260114655080699
PFHxA_binary_U,PFC_urine.rds,DM,Diabetes,binary_above_detection_threshold,998,257,741,15,2,2013-2014,WTSSBH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.6286000243030443,0.38745354741678617,1.0198331985556335,0.22702822126861782,15,0.05882014383188094,0.23063687976184893
Mo_ln_U,HM_urine.rds,DM,Diabetes,natural_log_transformed,2207,499,1708,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8204417847053365,0.6666219904154187,1.009754751221163,0.10166116774571173,30,0.06097713397830548,0.2313481766072896
Nitrate_ln_U,PERNT_urine.rds,DM,Diabetes,natural_log_transformed,2200,499,1701,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7735792451735483,0.5897971286320137,1.0146282840529832,0.1328174828301327,30,0.06273251791240982,0.2313481766072896
X2_AN_ln_U,AA_urine.rds,DM,Diabetes,natural_log_transformed,1104,207,897,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7242644314293256,0.5137669870991123,1.0210055916505398,0.161104790410006,15,0.06365956537516022,0.2313481766072896
Furan_binary_S,VOC_serum.rds,DM,Diabetes,binary_above_detection_threshold,3132,746,2386,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.5681426926804811,0.3096972339910403,1.0422634877506396,0.29710896267536274,30,0.06668322869507652,0.2365666922753905
BCPP_binary_U,BFR_urine.rds,DM,Diabetes,binary_above_detection_threshold,1930,482,1448,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.3614823009013763,0.9755033958163581,1.90018206355548,0.16323760825105618,30,0.06840801115805104,0.23704171308254893
PFNA_ln_S,PFC_serum.rds,DM,Diabetes,natural_log_transformed,2043,547,1496,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.797485627638948,0.6224265659470614,1.0217804976286609,0.12135411067822856,30,0.07203050410498033,0.24286239037118879
Sr_ln_U,HM_urine.rds,DM,Diabetes,natural_log_transformed,2208,499,1709,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8323754860648926,0.6801841599547053,1.018619648313928,0.09887028480951392,30,0.07334770178995635,0.24286239037118879
PhIP_binary_U,AA_urine.rds,DM,Diabetes,binary_above_detection_threshold,1142,233,909,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.2910719854177186,0.9676555690222689,1.7225828330783783,0.13528443236434223,15,0.07846615377373524,0.24992335861194095
MA_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,2160,490,1670,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8121364077314566,0.6429704411518091,1.0258100568066821,0.11436748421266513,30,0.07883488493128339,0.24992335861194095
MCNP_ln_U,Phthalates_urine.rds,DM,Diabetes,natural_log_transformed,2114,557,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8843838001318051,0.7687807202893502,1.0173703440965536,0.06859288110881254,30,0.08335470557128973,0.25874689854421185
Mn_ln_S,HM_serum.rds,DM,Diabetes,natural_log_transformed,3225,771,2454,30,4,2013-2014|2015-2016,WTSH2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.3565425319386861,0.9511842021456198,1.9346490793345814,0.17381948612693052,30,0.08958252234210438,0.267475361603838
X3_HPMA_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,2125,480,1645,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8522532197993261,0.7074502643872888,1.0266948607155952,0.09118095828710902,30,0.08975683275296577,0.267475361603838
X24_DCP_ln_U,PCCP_urine.rds,DM,Diabetes,natural_log_transformed,2114,557,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9030959114229896,0.7938927020670568,1.027320471778353,0.06310639180373999,30,0.1167473268110957,0.3410853273500639
MEP_ln_U,Phthalates_urine.rds,DM,Diabetes,natural_log_transformed,2114,557,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.891386282806255,0.768902064793971,1.0333819371236301,0.07237734815732472,30,0.12263958145559115,0.34506332949476115
CEMA_CYM_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,2169,495,1674,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.916743729495171,0.8197859881823772,1.0251688583164071,0.05473542498271778,30,0.12274064740417678,0.34506332949476115
EtP_binary_U,PCCP_urine.rds,DM,Diabetes,binary_above_detection_threshold,2116,558,1558,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8041485908842694,0.60372762489954,1.0711038050126647,0.1403637020510354,30,0.1309333967064789,0.36127918720861774
MCPP_ln_U,Phthalates_urine.rds,DM,Diabetes,natural_log_transformed,2114,557,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.887764219175238,0.7567201883158512,1.041501629025999,0.07820339325111766,30,0.13840590478075604,0.37495417840604817
PMM_Cys_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,2170,494,1676,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8764233990020078,0.7305604337182421,1.0514092180010879,0.08913470324736363,30,0.1493390717113824,0.39106699104444026
X4_ABP_ln_U,AA_urine.rds,DM,Diabetes,natural_log_transformed,1108,222,886,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8969102587545175,0.7699077417344509,1.0448628694742466,0.07163440469440481,15,0.14960280865458453,0.39106699104444026
BPA_ln_U,PCCP_urine.rds,DM,Diabetes,natural_log_transformed,2114,557,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8953837521523147,0.7667825434159042,1.0455533586443524,0.075919916483194,30,0.1559112190847133,0.40053054557969453
X25_DMF_binary_S,VOC_serum.rds,DM,Diabetes,binary_above_detection_threshold,3128,743,2385,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.668949544106288,0.3753314486194754,1.1922621837470797,0.2829686788612043,30,0.16568132768217117,0.4184155563498899
X3PBA_ln_U,pesticides_urine.rds,DM,Diabetes,natural_log_transformed,2163,534,1629,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9222519909944129,0.8171802517845671,1.040833687593063,0.05922755213240737,30,0.18192513546875383,0.449199052760357
TCPY_ln_U,pesticides_urine.rds,DM,Diabetes,natural_log_transformed,2160,528,1632,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8901815207196464,0.7471296405273161,1.0606233468015784,0.08578026842102322,30,0.18517535918253025,0.449199052760357
n_PFOA_ln_S,PFC_serum.rds,DM,Diabetes,natural_log_transformed,985,277,708,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7843986126075407,0.538245810019972,1.1431230341352854,0.17668819541603553,15,0.18950892855878193,0.449199052760357
MHBP_ln_U,Phthalates_urine.rds,DM,Diabetes,natural_log_transformed,2017,538,1479,30,4,2013-2014|2015-2016,WTSB2YR|WTSSBH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8877720146907908,0.740589535003071,1.0642050863774053,0.08875820231887209,30,0.18992980083156033,0.449199052760357
Thiocyanate_ln_U,PERNT_urine.rds,DM,Diabetes,natural_log_transformed,2195,498,1697,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8823246258489548,0.7270541975203824,1.0707547635851087,0.09477629682075067,30,0.19650422926267952,0.4540526445679408
BPF_binary_U,PCCP_urine.rds,DM,Diabetes,binary_above_detection_threshold,2115,558,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8053752276038927,0.5756264519972716,1.1268232288273932,0.16444885184218266,30,0.1980766570262829,0.4540526445679408
X26_DMA_binary_U,AA_urine.rds,DM,Diabetes,binary_above_detection_threshold,1053,209,844,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.328026188892804,0.8290862350640069,2.1272257140404562,0.2210349659242552,15,0.21879879926384682,0.49395486500474517
PHE_Cys_binary_U,VOC_urine.rds,DM,Diabetes,binary_above_detection_threshold,2150,487,1663,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7936929518444007,0.5395240697288184,1.16760036697549,0.18900968681038718,30,0.23104782947334745,0.5138227849481906
DPHP_ln_U,BFR_urine.rds,DM,Diabetes,natural_log_transformed,1927,482,1445,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8994472468427379,0.7511331460599813,1.077046531758803,0.08823380845829804,30,0.2391217081052207,0.5239578604070277
ATCA_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,2144,488,1656,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8958381307411548,0.7394795125708122,1.0852578642778243,0.09392143593517092,30,0.25075922303184994,0.5375791103897951
MEHHP_ln_U,Phthalates_urine.rds,DM,Diabetes,natural_log_transformed,2114,557,1557,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9008567012091121,0.7503718556641301,1.0815208352865167,0.08949702524848081,30,0.2525539444784272,0.5375791103897951
DBUP_binary_U,BFR_urine.rds,DM,Diabetes,binary_above_detection_threshold,1928,482,1446,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8197427866230974,0.5729281534948761,1.1728839508436035,0.17540769000463016,30,0.26612291418420175,0.5584832987809304
X2_MHA_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,2071,471,1600,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9072977595190896,0.7597339182368846,1.0835230659949155,0.08691417339336807,30,0.27188668496021207,0.5626543897093278
AsC_binary_U,HM_urine.rds,DM,Diabetes,binary_above_detection_threshold,2210,500,1710,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.2692882386145852,0.818086694545969,1.9693421778231686,0.21507574291367315,30,0.2763653878371224,0.5640882573661814
X4_MDA_binary_U,AA_urine.rds,DM,Diabetes,binary_above_detection_threshold,1001,255,746,15,2,2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.2905500042120743,0.7916174913047722,2.103944558661301,0.22930191227745486,15,0.28348963690152795,0.5708102148422658
