exposure,module_rds,outcome,outcome_label,transform,n,events,non_events,n_strata,n_psu,cycles,weight_variables,covariates_used,status,error,method,effect_scale,estimate,conf_low,conf_high,std_error_link_scale,reference_df,p_value,p_fdr_bh
CMAC_ln_U,VOC_urine.rds,DM,Diabetes,natural_log_transformed,2175,488,1687,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9998461707461721,0.8389058059242432,1.1916622320361674,0.08593515847895272,30,0.9985834796196225,0.9985834796196225
Se_ln_S,HM_serum.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,3258,2169,1089,30,4,2013-2014|2015-2016,WTSH2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,10.946358561943164,3.8880322632271453,30.818356858790857,0.506839164197559,30,5.1104857302805966e-5,0.007614623738118089
X24D_ln_U,pesticides_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2203,1448,755,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.765763271076626,0.6495072419655777,0.9028280971208195,0.08062542770200963,30,0.0024340594764693424,0.1332316729289033
Cd_ln_U,HM_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2233,1447,786,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.3075790841740098,1.1008101916848723,1.5531860753872764,0.08428403028982898,30,0.003393707291378602,0.1332316729289033
MeP_ln_U,PCCP_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2145,1434,711,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.906615007988508,0.8494561713512898,0.9676199908024302,0.031886806287158745,30,0.00446436903736784,0.1332316729289033
X24_DCP_ln_U,PCCP_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2145,1434,711,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8634514350567812,0.7832058592955121,0.9519187986824182,0.047761541961868985,30,0.004470861507681319,0.1332316729289033
X34_MHA_ln_U,VOC_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2218,1436,782,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1853047903936367,1.0550956847248967,1.3315829705970468,0.056979904420762346,30,0.005618028068463828,0.13951436370018505
W_ln_U,HM_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2232,1447,785,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8214274169784391,0.7089854074284213,0.9517022413920305,0.07208080119248751,30,0.0105206827978756,0.2239402481262092
TCPY_ln_U,pesticides_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2183,1431,752,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8475026674003994,0.7438849222551904,0.9655536088475682,0.0638541825018519,30,0.014627377668883777,0.27243490908296036
X2_NP_ln_U,PAH_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2194,1416,778,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.199712014853931,1.0156386989225632,1.4171465897388165,0.081558102221751555,30,0.033193327813918636,0.5241795342244819
IHg_binary_S,HM_serum.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,3254,2169,1085,30,4,2013-2014|2015-2016,WTSH2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.310374332636757,1.0174264367430568,1.6876708031392167,0.12389948659307805,30,0.03709876873684525,0.5241795342244819
BDCPP_ln_U,BFR_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,1936,1287,649,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8667334047974509,0.7572133431079299,0.992093974346019,0.06614513977931932,30,0.038697817962881215,0.5241795342244819
HIBP_ln_U,Phthalates_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2044,1370,674,30,4,2013-2014|2015-2016,WTSB2YR|WTSSBH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8777315411747433,0.7643311011879713,1.0079567051184577,0.0677381271486039,30,0.0637216229495976,0.7278868628781575
X2_MHA_ln_U,VOC_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2094,1355,739,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.11652985168265,0.9916903316550842,1.257084868033249,0.05805783381982715,30,0.06728073228671783,0.7278868628781575
X3PBA_ln_U,pesticides_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2185,1433,752,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9240091132817854,0.8462543665878245,1.008908048380728,0.04304124556995704,30,0.07625304913506446,0.7278868628781575
X2_HPMA_ln_U,VOC_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2200,1424,776,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1397213647839455,0.9853179916084096,1.3183203802303256,0.07128072996134693,30,0.0764738372039831,0.7278868628781575
BPS_ln_U,PCCP_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2144,1433,711,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.901277394066894,0.8022485115934604,1.0125303186198307,0.056992718437721315,30,0.07816234769161423,0.7278868628781575
EtP_binary_U,PCCP_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,2147,1435,712,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8055253515748085,0.6255566326168519,1.0372699419960383,0.12380953817840021,30,0.0909185376457738,0.7957020182470309
n_PFOA_ln_S,PFC_serum.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,997,661,336,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7849876990358008,0.5870005270734863,1.0497532101199947,0.13635900061945017,15,0.09612507602984265,0.7957020182470309
DMTP_ln_U,pesticides_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,1039,677,362,15,2,2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8523108105178158,0.6913432712426962,1.0507569075197107,0.09820302188780113,15,0.12449557737339524,0.8317768418449644
AsC_binary_U,HM_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,2235,1451,784,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.276248436833578,0.9208675098053838,1.7687778699721788,0.15980432604334116,30,0.13738606897962136,0.8317768418449644
Toluene_ln_S,VOC_serum.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,3100,2082,1018,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1162657865987646,0.9631268043692309,1.293754156439472,0.07225245321195235,30,0.13840926970385448,0.8317768418449644
BCETP_ln_U,BFR_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,1942,1296,646,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9343856613308172,0.8505822076670732,1.026445834665707,0.04601158926389585,30,0.1506373471810366,0.8317768418449644
PNP_ln_U,pesticides_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2164,1421,743,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.898109652151583,0.7654959989861738,1.053697143232758,0.07823059015022786,30,0.1797223984801869,0.8317768418449644
NPMA_ln_U,VOC_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2192,1424,768,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.928953840414418,0.8322703676030548,1.036868872438669,0.053813437455826445,30,0.18101550055776935,0.8317768418449644
CYHA_Cys_binary_U,VOC_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,1052,689,363,15,2,2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.381121705079005,0.8436600381659972,2.260978448602329,0.23125185567205328,15,0.182946981376366,0.8317768418449644
Mo_ln_U,HM_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2232,1447,785,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8679165141556161,0.6973650143202584,1.0801790455150355,0.10712897801703072,30,0.19605205644466805,0.8317768418449644
MiBP_ln_U,Phthalates_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2145,1434,711,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9054708206386181,0.7757211306048937,1.0569228743177932,0.07573032869560321,30,0.19972647894653725,0.8317768418449644
EO_ln_S,gas_serum.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2138,1420,718,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1409251757362233,0.9264688523638956,1.4050232269626803,0.1019522849254385,30,0.20582933558656327,0.8317768418449644
X4FPBA_binary_U,pesticides_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,2206,1450,756,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.2999078456369537,0.8579160018298185,1.9696105487535802,0.20347062751253628,30,0.20721596352775593,0.8317768418449644
DHB_Cys_ln_U,VOC_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2099,1360,739,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.839832213373077,0.6338115318053448,1.1128199965218333,0.1378124075630936,30,0.2150445599295239,0.8317768418449644
PhIP_binary_U,AA_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,1154,736,418,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7773691206420367,0.5103684196465893,1.1840520033473665,0.1974160921602623,15,0.22147029732052032,0.8317768418449644
PFDA_ln_S,PFC_serum.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2074,1412,662,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.078353183975275,0.9508059897328293,1.2230103742997727,0.061637364396868684,30,0.23053316739450785,0.8317768418449644
CEMA_CYM_ln_U,VOC_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2191,1423,768,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0593759748597031,0.9620520140820409,1.1665455086446521,0.04718606109396041,30,0.23107541910386575,0.8317768418449644
PMA_binary_U,VOC_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,2185,1423,762,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8459198431953339,0.6394687617518595,1.1190232016201178,0.13699780083572874,30,0.23144223958615207,0.8317768418449644
BPF_binary_U,PCCP_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,2146,1434,712,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.84409216230238715,0.6352080730597844,1.1216664407746928,0.13921211416663665,30,0.23289669403926644,0.8317768418449644
X2_FL_ln_U,PAH_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2227,1443,784,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.101174439306582,0.9350190420153359,1.2968560973566534,0.08009003203714986,30,0.2382467649508731,0.8317768418449644
PFUnDA_binary_S,PFC_serum.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,2074,1412,662,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.172964815972816,0.8900637862665906,1.54578411203672,0.13514197007529272,30,0.24707846021899296,0.8317768418449644
TBPPP_binary_U,BFR_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,900,590,310,15,2,2015-2016,WTSSBI2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7006878529746063,0.3722027459871112,1.319075349656783,0.2968044817603308,15,0.24935047489994308,0.8317768418449644
Co_ln_U,HM_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2233,1447,786,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8843164037305565,0.7124865658771282,1.0975863116018485,0.10579091131955555,30,0.25435412230814236,0.8317768418449644
CEMA_CEM_ln_U,VOC_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2209,1432,777,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.135385067113625,0.9079978630941788,1.4197161722735283,0.10942962712423276,30,0.2550749964210271,0.8317768418449644
MnBP_ln_U,Phthalates_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2145,1434,711,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9068075996150623,0.7615674641515947,1.0797467872865263,0.08546927055701607,30,0.2614401384782728,0.8317768418449644
DPHP_ln_U,BFR_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,1944,1296,648,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9332064168622739,0.8245728600169915,1.0561519287149208,0.06059960761326919,30,0.2630000347471864,0.8317768418449644
X4_ABP_ln_U,AA_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,1120,714,406,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0786426366073276,0.9363171605332569,1.2426023857605915,0.06638883204776425,15,0.2720406136743166,0.8317768418449644
Pb_ln_U,HM_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2233,1447,786,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0893673418403598,0.9296178015242209,1.2765689335149975,0.0776482346027223,30,0.27906610115528974,0.8317768418449644
Cs_ln_U,HM_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2233,1447,786,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8679479980392885,0.6642358100164757,1.134135973912221,0.13097889067134416,30,0.28819287611511446,0.8317768418449644
BPA_ln_U,PCCP_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2145,1434,711,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.068570010788136,0.9394268228675697,1.2154665378515828,0.06307026681780935,30,0.30140456569264434,0.8317768418449644
MA_ln_U,VOC_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2183,1414,769,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1227644498727956,0.8928339540120225,1.4119086804814622,0.11220273740567564,30,0.31031775374173676,0.8317768418449644
X5OHIMI_binary_U,pesticides_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,843,547,296,15,2,2015-2016,WTSSBI2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.7566129530914193,0.4266540499259915,1.3417502092972495,0.2687740538146074,15,0.315854969896891,0.8317768418449644
ATCA_ln_U,VOC_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2167,1409,758,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9151930774015834,0.7657961320901199,1.0937354392712098,0.08726507954316938,30,0.3179743702776712,0.8317768418449644
NDMA_binary_U,pesticides_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,891,584,307,15,2,2015-2016,WTSSBI2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.3043546959867975,0.7511469602532678,2.264991090916699,0.2589141244579027,15,0.3210435700340958,0.8317768418449644
DBUP_binary_U,BFR_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,1945,1295,650,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1447293136195567,0.8677582018302958,1.5101040804868961,0.13563830493482734,30,0.3269611770336235,0.8317768418449644
X25_DCP_ln_U,PCCP_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2145,1434,711,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9660171099028676,0.8996964346306369,1.0372265807724383,0.03482597749297577,30,0.32876867593770787,0.8317768418449644
BDCM_binary_S,VOC_serum.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,3139,2109,1030,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8614547988463288,0.6324659045690678,1.1733507926581488,0.15130022066446033,30,0.33217646273333457,0.8317768418449644
X2_AN_ln_U,AA_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,1116,705,411,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9073644166455269,0.7366152765587551,1.1176936058680926,0.0978106233775405,15,0.33604890623414707,0.8317768418449644
X1_PY_ln_U,PAH_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2227,1443,784,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9123855874846425,0.7530327717290665,1.1054598040112953,0.09399037088285431,30,0.3370873778199618,0.8317768418449644
Sr_ln_U,HM_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2233,1447,786,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1003241121413838,0.8999227363225413,1.3453523318092864,0.09844482358794489,30,0.3392385493013288,0.8317768418449644
m_p_Xylene_binary_S,VOC_serum.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,3149,2112,1037,30,4,2013-2014|2015-2016,WTSVOC2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1098777126526633,0.8851062671818597,1.391729538832887,0.11080666785993713,30,0.3543083578919146,0.8317768418449644
Pb_ln_S,HM_serum.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,3259,2170,1089,30,4,2013-2014|2015-2016,WTSH2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.085465285624788,0.9070722863160743,1.298942657681353,0.08791278704339801,30,0.3583491189136716,0.8317768418449644
GAM_Cys_binary_U,VOC_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,2221,1438,783,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.1127274428684901,0.8800771281424721,1.4068793774086215,0.11485239699574178,30,0.3597883085485759,0.8317768418449644
PrP_ln_U,PCCP_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2145,1434,711,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9741498711692788,0.9180310639482419,1.033699194685012,0.029052898739295095,30,0.37452276502022186,0.8317768418449644
HEMA_binary_U,VOC_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,2204,1429,775,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.8674136666439283,0.6273084202744771,1.199420324617117,0.15868483565691552,30,0.3771954147353178,0.8317768418449644
DEA_ln_U,pesticides_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2180,1429,751,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9588281333267434,0.8709468420426205,1.0555769248817808,0.04707055614421403,30,0.37885940628979176,0.8317768418449644
X4_MDA_binary_U,AA_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,1010,660,350,15,2,2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.2617098324126819,0.7301746065847468,2.1801794897424642,0.2566044307200874,15,0.3792908931212472,0.8317768418449644
IPPPP_binary_U,BFR_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,899,589,310,15,2,2015-2016,WTSSBI2Y,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.3182465017444358,0.6868589487998359,2.5300301355873636,0.3058616938002612,15,0.38061498483745193,0.8317768418449644
FA_ln_S,gas_serum.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,1968,1313,655,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.6569298895786515,0.24881864540698073,1.7344233954651684,0.47537878573515746,30,0.38378968298988836,0.8317768418449644
PPDA_binary_U,AA_urine.rds,Hyperlipidemia,Hyperlipidemia,binary_above_detection_threshold,938,612,326,15,2,2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.238942227396933,0.7403166284015842,2.073407220558372,0.24158924254087313,15,0.38914784296110216,0.8317768418449644
Ba_ln_U,HM_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2233,1447,786,30,4,2013-2014|2015-2016,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0709228191177387,0.9123829262433478,1.2570113397773008,0.07844997655558437,30,0.3893657147130679,0.8317768418449644
MEOHP_ln_U,Phthalates_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,2145,1434,711,30,4,2013-2014|2015-2016,WTSB2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,0.9301873846959073,0.7840912561032495,1.1035049350601043,0.08366202196809563,30,0.3938931137087144,0.8317768418449644
X1_AN_ln_U,AA_urine.rds,Hyperlipidemia,Hyperlipidemia,natural_log_transformed,1109,703,406,15,2,2013-2014,WTSA2YR,age+sex+eth+marital+PIR_level+edu+smoke+alcohol.user+PA_level+BMI_level,ok,,survey_weighted,odds_ratio,1.0614648339182982,0.9161959511405974,1.2297670517344363,0.06904920174018449,15,0.4012598573001691,0.8317768418449644
